procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 129717184  62944 953888    0    0     1     1    4    4  0  0 100  0  0
 0  1      0 129474928  65632 1103328    0    0 150812     0 2671 4059  1  0 98  1  0
 0  1      0 129332344  66908 1169540    0    0 66904   164 2107 2907  2  0 98  1  0
 1  0      0 129274448  68292 1186612    0    0 15704    92 1494 2757  1  0 98  0  0
 1  0      0 129139344  70368 1257668    0    0 71724    56 1684 3032  1  0 98  1  0
 1  0      0 129091504  71604 1271580    0    0 13324     8 1402 2309  1  0 98  0  0
 1  0      0 129033872  72456 1290452    0    0 16884     0 1337 2376  1  0 98  0  0
 2  0      0 128911592  73108 1303836    0    0 12480     0 1365 2007  2  0 98  0  0
 2  0      0 128771616  75928 1337792    0    0 33896   120 2834 4830  3  0 96  1  0
 2  0      0 128590584  76640 1365332    0    0 25040    20 1871 2493  3  0 96  0  0
 2  0      0 128437976  76652 1384956    0    0 19556     0 1199  544  4  0 96  0  0
 2  0      0 128156496  76652 1545412    0    0 160476     4 1270  821  3  0 97  0  0
 2  0      0 127911552  76676 1745540    0    0 199156   188 1439  773  3  0 96  0  0
 1  0      0 127812552  76684 1792876    0    0 46872    84  817  584  2  0 98  0  0
 5  0      0 127648504  76684 1792932    0    0     0     0  939  401  3  0 96  0  0
 2  0      0 127544208  76684 1792944    0    0    20   128 1027  485  3  0 96  0  0
 2  0      0 127349168  76684 1792996    0    0   360     0 1094  462  4  0 96  0  0
 2  0      0 127285512  76684 1793364    0    0     0     0 1165  556  3  0 96  0  0
 2  0      0 127227648  76692 1793512    0    0   156     4 1054  420  3  0 97  0  0
 1  0      0 127165656  76708 1793916    0    0     0     8  684  598  2  0 98  0  0
 2  0      0 127037904  76716 1793928    0    0     0   212  651  423  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 126788568  76820 1862736    0    0 68428     0 1514 1207  3  0 96  0  0
 5  0      0 126289696  76832 2050444    0    0 187572     0 1344 1218  3  1 95  1  0
 2  0      0 125948448  76832 2051472    0    0   756     0 5663  847  3  1 96  0  0
 2  0      0 125920880  76840 2148044    0    0 80720   128 2014 1759  3  0 96  1  0
 1  0      0 125904664  76840 2148560    0    0   112   108 1069  609  3  0 97  0  0
 1  0      0 125917472  76840 2148560    0    0    72     0  374  213  2  0 98  0  0
 1  0      0 126822240  76840 2176224    0    0 42984     0 1421 1179  1  0 98  0  0
 0  0      0 127092408  76840 2175876    0    0     0     0  242  328  0  0 100  0  0
 1  0      0 127104048  76840 2175908    0    0     0     0  388  391  1  0 99  0  0
 1  0      0 127823200  76848 2175868    0    0     0   256 1121  700  3  0 97  0  0
