procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 102251424 106068 26366664    0    0     0     0 2060 19577  4  0 96  0  0
 2  0      0 102251272 106068 26366264    0    0     0     0 1954 19756  4  0 96  0  0
 2  0      0 102251128 106068 26366712    0    0     0     0 2011 18245  4  0 96  0  0
 1  0      0 102250968 106068 26366844    0    0     0    40 2017 19098  4  0 96  0  0
 1  0      0 102250864 106068 26367604    0    0     0     0 2000 18195  4  0 96  0  0
 2  0      0 102251920 106068 26366836    0    0     0     8 1947 16882  4  0 96  0  0
 2  0      0 102251808 106068 26366856    0    0     0     0 2091 18957  4  0 96  0  0
 2  0      0 102251328 106068 26366764    0    0     0     0 1929 20128  4  0 96  0  0
 2  0      0 102251864 106068 26366460    0    0     0   356 2111 19893  4  0 96  0  0
 2  0      0 102251248 106068 26367148    0    0     0     0 1903 16486  4  0 96  0  0
 1  0      0 102251584 106068 26366860    0    0     0     8 2030 20653  4  0 96  0  0
 3  0      0 102250696 106068 26367208    0    0     0     0 1901 19304  4  0 96  0  0
 1  0      0 102233104 106068 26385548    0    0     0     0 1853 15215  4  0 96  0  0
 1  0      0 102233184 106068 26385292    0    0     0    44 2032 19974  4  0 96  0  0
 2  0      0 102251416 106068 26366924    0    0     0     0 2052 19775  4  0 96  0  0
 4  0      0 102250520 106068 26366924    0    0     0     0 1866 19628  4  0 96  0  0
 1  0      0 102250576 106068 26366812    0    0     0     8 1960 20472  4  0 96  0  0
 2  0      0 102253776 106068 26366936    0    0     0     0 2055 20460  4  0 96  0  0
 4  0      0 102253360 106068 26367416    0    0     0    12 1961 18068  4  0 96  0  0
 1  0      0 102253968 106068 26367280    0    0     0     0 2097 18432  4  0 96  0  0
 1  0      0 102253744 106068 26366444    0    0     0     0 1906 20659  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 102253072 106068 26366880    0    0     0   152 2069 21242  4  0 96  0  0
 4  0      0 102252776 106068 26366996    0    0     0     0 1869 16246  4  0 96  0  0
 1  0      0 102234648 106068 26385736    0    0     0    12 1882 19507  4  0 96  0  0
 1  0      0 102234976 106068 26385364    0    0     0     0 2033 20538  4  0 96  0  0
 1  0      0 102234128 106068 26386196    0    0     0     0 2087 20133  4  0 96  0  0
 2  0      0 102253040 106068 26366516    0    0     0     0 2215 20198  4  0 96  0  0
 4  0      0 102253104 106068 26366952    0    0     0    16 2012 18311  4  0 96  0  0
 3  0      0 102252000 106068 26367240    0    0     0    20 2083 19345  4  0 96  0  0
 2  0      0 102241512 106068 26377928    0    0     0     0 1932 18580  4  0 96  0  0
 2  0      0 102241256 106068 26378164    0    0     0     0 2052 21492  4  0 96  0  0
 2  0      0 102238656 106068 26380380    0    0     0     0 1946 20661  4  0 96  0  0
 3  0      0 102252016 106068 26366580    0    0     0     8 1989 20189  4  0 96  0  0
 4  0      0 102251584 106068 26366884    0    0     0    28 1950 19869  4  0 96  0  0
 1  0      0 102251120 106068 26366924    0    0     0     0 2265 20841  4  0 96  0  0
 2  0      0 102250480 106068 26366944    0    0     0     0 2207 20194  4  0 96  0  0
 4  0      0 102250528 106068 26366964    0    0     0     0 2043 19297  4  0 96  0  0
 3  0      0 102250112 106068 26366536    0    0     0     8 2192 20655  4  0 96  0  0
 1  0      0 102248992 106068 26367424    0    0     0    28 2093 20611  4  0 96  0  0
 4  0      0 102249288 106068 26366580    0    0     0     0 1828 18818  4  0 96  0  0
 2  0      0 102248624 106068 26366884    0    0     0     0 2021 20338  4  0 96  0  0
 3  0      0 102247768 106068 26367304    0    0     0     0 1944 19160  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 102229632 106068 26385704    0    0     0     0 1833 17089  4  0 96  0  0
 5  0      0 102229024 106068 26385888    0    0     0    36 1903 19837  4  0 96  0  0
 1  0      0 102228792 106068 26385704    0    0     0     0 1979 19769  4  0 96  0  0
 1  0      0 102228144 106068 26385888    0    0     0     0 2028 20663  4  0 96  0  0
 2  0      0 102236512 106068 26377048    0    0     0     0 1946 19576  4  0 96  0  0
 2  0      0 102234872 106068 26378156    0    0     0     0 2208 19022  4  0 96  0  0
 2  0      0 102242480 106068 26369804    0    0     0    36 2162 19798  4  0 96  0  0
 4  0      0 102245168 106068 26367000    0    0     0     0 1807 19404  4  0 96  0  0
 4  0      0 102244928 106068 26366920    0    0     0     0 2033 20264  4  0 96  0  0
 1  0      0 102244000 106068 26366884    0    0     0     0 2012 19321  4  0 96  0  0
 4  0      0 102243656 106068 26366952    0    0     0     0 1905 18654  4  0 96  0  0
 2  0      0 102243160 106068 26366884    0    0     0    28 2061 19631  4  0 96  0  0
 4  0      0 102242992 106068 26366996    0    0     0     8 1983 20330  4  0 96  0  0
 1  0      0 102242560 106068 26366900    0    0     0     0 1943 20031  4  0 96  0  0
 2  0      0 102241912 106068 26367280    0    0     0     0 1820 16474  4  0 96  0  0
 3  0      0 102241488 106068 26367360    0    0     0     0 2137 20882  4  0 96  0  0
 4  0      0 102241064 106068 26367280    0    0     0    36 1937 18906  4  0 96  0  0
 2  0      0 102231984 106068 26379492    0    0     0     8 2124 19436  4  0 96  0  0
 1  0      0 102222360 106068 26386132    0    0     0     0 1929 19794  4  0 96  0  0
 3  0      0 102221232 106068 26385764    0    0     0   376 2812 20615  4  0 96  0  0
 2  0      0 102243248 106068 26366920    0    0     0     0 2451 20046  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 102242424 106068 26366920    0    0     0     0 2587 20806  4  0 96  0  0
 2  0      0 102242448 106068 26366924    0    0     0     0 2483 21239  4  0 96  0  0
 2  0      0 102242560 106068 26366636    0    0     0   140 2658 21287  4  0 96  0  0
 2  0      0 102237352 106068 26366940    0    0     0     8 2098 20212  4  0 96  0  0
 1  0      0 102240280 106068 26367072    0    0     0     0 1971 18935  4  0 96  0  0
 3  0      0 102240376 106068 26366656    0    0     0     0 2077 19500  4  0 96  0  0
 2  0      0 102238768 106068 26367960    0    0     0     0 2045 16779  4  0 96  0  0
 5  0      0 102220944 106068 26385828    0    0     0    60 1905 18075  4  0 96  0  0
 1  0      0 102220304 106068 26385852    0    0     0     0 2062 19415  4  0 96  0  0
 1  0      0 102220616 106068 26385668    0    0     0     0 1840 19735  4  0 96  0  0
 2  0      0 102239456 106068 26366988    0    0     0     0 2048 19634  4  0 96  0  0
 1  0      0 102239264 106068 26366864    0    0     0     0 2041 20236  4  0 96  0  0
 2  0      0 102238832 106068 26366988    0    0     0   148 2057 19673  4  0 96  0  0
 4  0      0 102238624 106068 26366872    0    0     0     0 1871 18712  4  0 96  0  0
 4  0      0 102238032 106068 26367352    0    0     0     0 2152 20756  4  0 96  0  0
 3  0      0 102237600 106068 26366888    0    0     0     0 2061 19638  4  0 96  0  0
 3  0      0 102237264 106068 26367384    0    0     0     0 1768 15209  4  0 96  0  0
 1  0      0 102219632 106068 26385444    0    0     0    68 2091 19658  4  0 96  0  0
 2  0      0 102238104 106068 26366868    0    0     0     0 2269 20379  4  0 96  0  0
 3  0      0 102237264 106068 26367292    0    0     0     0 2001 19199  4  0 96  0  0
 2  0      0 102238288 106068 26366472    0    0     0     0 1842 16018  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 102237616 106068 26366920    0    0     0     0 2009 20006  4  0 96  0  0
 2  0      0 102237760 106068 26367392    0    0     0     0 2014 16813  4  0 96  0  0
 2  0      0 102235200 106068 26366572    0    0     0    40 1852 19169  4  0 96  0  0
 1  0      0 102234784 106068 26366876    0    0     0     0 2142 19648  4  0 96  0  0
 4  0      0 102240000 106068 26366956    0    0     0     0 1975 18462  4  0 96  0  0
 4  0      0 102240352 106068 26367084    0    0     0     0 1982 19244  4  0 96  0  0
 1  0      0 102218704 106068 26385820    0    0     0     0 1780 15367  4  0 96  0  0
 2  0      0 102223888 106068 26382672    0    0     0   124 2005 18877  4  0 96  0  0
 2  0      0 102239592 106068 26366988    0    0     0     0 1873 19069  4  0 96  0  0
 3  0      0 102236592 106068 26366716    0    0     0     0 2049 18943  4  0 96  0  0
 4  0      0 102238864 106068 26368000    0    0     0     0 1959 19086  4  0 96  0  0
 3  0      0 102236504 106068 26366924    0    0     0     8 2228 19086  4  0 96  0  0
 4  0      0 102235888 106068 26367480    0    0     0    20 1729 15683  4  0 96  0  0
 4  0      0 102235976 106068 26367020    0    0     0     0 2051 19907  4  0 96  0  0
 3  0      0 102235984 106068 26367512    0    0     0     0 1946 18906  4  0 96  0  0
 3  0      0 102236592 106068 26367052    0    0     0     0 1963 18245  4  0 96  0  0
 2  0      0 102237896 106068 26366940    0    0     0   100 2011 18837  4  0 96  0  0
 2  0      0 102237472 106068 26366852    0    0     0    44 2116 19659  4  0 96  0  0
 1  0      0 102238056 106068 26366560    0    0     0     0 1881 19904  4  0 96  0  0
 3  0      0 102237680 106068 26367312    0    0     0     0 1830 18091  4  0 96  0  0
 2  0      0 102237504 106068 26366960    0    0     0     0 1914 20219  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 102237168 106068 26367288    0    0     0     0 1955 18525  4  0 96  0  0
 1  0      0 102219512 106072 26385828    0    0     0    32 1903 16578  4  0 96  0  0
 1  0      0 102219616 106072 26385588    0    0     0     0 1961 17842  4  0 96  0  0
 4  0      0 102219024 106072 26386408    0    0     0     0 1897 19050  4  0 96  0  0
 1  0      0 102220560 106072 26385704    0    0     0     0 2048 19880  4  0 96  0  0
 3  0      0 102238784 106072 26367276    0    0     0     0 1873 19447  4  0 96  0  0
 4  0      0 102242464 106072 26366860    0    0     0    28 1996 19418  4  0 96  0  0
 3  0      0 102238496 106072 26367456    0    0     0     0 1920 19687  4  0 96  0  0
 1  0      0 102224984 106072 26386028    0    0     0     0 1837 15572  4  0 96  0  0
 2  0      0 102233616 106072 26373628    0    0     0     0 1979 20024  4  0 96  0  0
 2  0      0 102223840 106072 26383508    0    0     0     0 1987 19562  4  0 96  0  0
 1  0      0 102224520 106072 26386056    0    0     0    28 1924 19751  4  0 96  0  0
 1  0      0 102239384 106072 26367244    0    0     0     0 2113 19725  4  0 96  0  0
 1  0      0 102242880 106072 26367216    0    0     0     0 1932 19337  4  0 96  0  0
 2  0      0 102242880 106072 26367052    0    0     0     0 1952 19446  4  0 96  0  0
 4  0      0 102243520 106072 26367204    0    0     0     0 1811 19635  4  0 96  0  0
 3  0      0 102243440 106072 26367568    0    0     0    28 1965 17610  4  0 96  0  0
 2  0      0 102243200 106072 26367344    0    0     0     0 1875 18860  4  0 96  0  0
 2  0      0 102244096 106072 26367624    0    0     0     0 1899 18909  4  0 96  0  0
 1  0      0 102225952 106072 26385740    0    0     0     0 1953 19230  4  0 96  0  0
 2  0      0 102227744 106072 26381320    0    0     0     0 2049 20272  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 102222344 106072 26386016    0    0     0    72 1903 20049  4  0 96  0  0
 2  0      0 102245088 106072 26367148    0    0     0     0 1909 19714  4  0 96  0  0
 2  0      0 102244672 106072 26366732    0    0     0     0 1972 19909  4  0 96  0  0
 1  0      0 102244512 106072 26367180    0    0     0     0 2108 19831  4  0 96  0  0
 3  0      0 102244648 106072 26367188    0    0     0     0 1805 16289  4  0 96  0  0
 3  0      0 102240128 106072 26368012    0    0     0    44 1974 20413  4  0 96  0  0
 2  0      0 102243560 106072 26367768    0    0     0   148 1935 20455  4  0 96  0  0
 1  0      0 102224816 106072 26386228    0    0     0     0 1996 16785  4  0 96  0  0
 2  0      0 102221728 106072 26385968    0    0     0     0 1904 20062  4  0 96  0  0
 1  0      0 102221840 106072 26385564    0    0     0     0 1940 20246  4  0 96  0  0
 1  0      0 102225040 106072 26385992    0    0     0    48 1930 20028  4  0 96  0  0
 1  0      0 102243520 106072 26366716    0    0     0     0 2034 20438  4  0 96  0  0
 1  0      0 102243360 106072 26367180    0    0     0     0 1899 19818  4  0 96  0  0
 4  0      0 102243032 106072 26367168    0    0     0     0 1934 19583  4  0 96  0  0
 1  0      0 102222296 106072 26386028    0    0     0     0 1767 15784  4  0 96  0  0
 1  0      0 102221168 106072 26386104    0    0     0    24 2127 20289  4  0 96  0  0
 2  0      0 102240600 106072 26367208    0    0     0     0 1975 20522  4  0 96  0  0
 4  0      0 102240176 106072 26366780    0    0     0     0 1974 19810  4  0 96  0  0
 4  0      0 102240016 106072 26367244    0    0     0     0 1889 19567  4  0 96  0  0
 4  0      0 102239688 106072 26368052    0    0     0     0 2144 20390  4  0 96  0  0
 4  0      0 102243056 106072 26367276    0    0     0    12 1922 20447  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 102225320 106072 26386508    0    0     0     0 1847 15530  4  0 96  0  0
 1  0      0 102225344 106072 26385788    0    0     0     0 1890 19369  4  0 96  0  0
 2  0      0 102242304 106072 26369632    0    0     0     0 1979 19984  4  0 96  0  0
 4  0      0 102243848 106072 26367308    0    0     0     0 1817 19957  4  0 96  0  0
 3  0      0 102243536 106072 26367296    0    0     0    28 2073 19705  4  0 96  0  0
 1  0      0 102243520 106072 26367344    0    0     0     0 1895 19567  4  0 96  0  0
 1  0      0 102221664 106072 26386544    0    0     0     0 1911 16172  4  0 96  0  0
 1  0      0 102221696 106072 26385828    0    0     0     0 2001 20532  4  0 96  0  0
 1  0      0 102225120 106072 26386104    0    0     0     0 2114 20839  4  0 96  0  0
 2  0      0 102242344 106072 26368260    0    0     0    12 2012 19956  4  0 96  0  0
 4  0      0 102240104 106072 26367712    0    0     0     8 1916 19881  4  0 96  0  0
 4  0      0 102243840 106072 26367556    0    0     0     0 1939 19201  4  0 96  0  0
 4  0      0 102244600 106072 26366756    0    0     0     0 1933 19611  4  0 96  0  0
 3  0      0 102239648 106072 26368016    0    0     0     0 1746 14887  4  0 96  0  0
 1  0      0 102243544 106072 26367404    0    0     0    80 2061 20149  4  0 96  0  0
 3  0      0 102239568 106072 26368120    0    0     0     8 1993 20579  4  0 96  0  0
 1  0      0 102221944 106072 26385976    0    0     0     0 1868 17479  4  0 96  0  0
 1  0      0 102225872 106072 26385604    0    0     0     0 1848 19959  4  0 96  0  0
 2  0      0 102236976 106072 26370544    0    0     0     0 2017 20299  4  0 96  0  0
 2  0      0 102240096 106072 26366884    0    0     0    20 1936 20033  4  0 96  0  0
 4  0      0 102239936 106072 26367616    0    0     0     0 1922 19232  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 102239760 106072 26367128    0    0     0     0 1857 18994  4  0 96  0  0
 4  0      0 102240192 106072 26367480    0    0     0     0 1932 20598  4  0 96  0  0
 1  0      0 102222040 106072 26386388    0    0     0     0 1766 15604  4  0 96  0  0
 2  0      0 102222360 106072 26385556    0    0     0    12 2149 19813  4  0 96  0  0
 1  0      0 102221696 106072 26385976    0    0     0     0 1907 20226  4  0 96  0  0
 2  0      0 102230656 106072 26380276    0    0     0     0 2025 20762  4  0 96  0  0
 4  0      0 102242432 106072 26367416    0    0     0     0 1844 19780  4  0 96  0  0
 4  0      0 102242032 106072 26367224    0    0     0     0 2040 19642  4  0 96  0  0
 3  0      0 102242056 106072 26367044    0    0     0    28 1932 19712  4  0 96  0  0
 1  0      0 102221408 106072 26385636    0    0     0     0 1935 16884  4  0 96  0  0
 2  0      0 102239656 106072 26367060    0    0     0     0 1877 20438  4  0 96  0  0
 2  0      0 102239256 106072 26367128    0    0     0    96 1976 19071  4  0 96  0  0
 4  0      0 102239768 106072 26367220    0    0     0     0 1929 19611  4  0 96  0  0
 1  0      0 102240096 106072 26367124    0    0     0    12 2115 20387  4  0 96  0  0
 5  0      0 102240032 106072 26367136    0    0     0     0 1895 19672  4  0 96  0  0
 4  0      0 102239008 106072 26367156    0    0     0     0 2109 19001  4  0 96  0  0
 1  0      0 102221040 106072 26386048    0    0     0     0 1936 17160  4  0 96  0  0
 2  0      0 102229600 106072 26377320    0    0     0     0 2216 19962  4  0 96  0  0
 2  0      0 102239008 106072 26366740    0    0     0    28 1998 19341  4  0 96  0  0
 4  0      0 102238848 106072 26367176    0    0     0     0 1873 19708  4  0 96  0  0
 1  0      0 102238800 106072 26367512    0    0     0     0 2004 19647  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 102238568 106072 26367648    0    0     0     0 1948 19421  4  0 96  0  0
 4  0      0 102238960 106072 26367236    0    0     0     4 2055 19883  4  0 96  0  0
 1  0      0 102220560 106072 26386072    0    0     0    28 1766 16599  4  0 96  0  0
 2  0      0 102223664 106072 26383260    0    0     0     0 2001 20284  4  0 96  0  0
 2  0      0 102229808 106072 26377272    0    0     0     8 1963 20376  4  0 96  0  0
 1  0      0 102239456 106072 26366808    0    0     0     0 2023 19930  4  0 96  0  0
 1  0      0 102238880 106072 26367520    0    0     0     0 1994 19773  4  0 96  0  0
 4  0      0 102238368 106072 26367196    0    0     0    60 2027 20017  4  0 96  0  0
 1  0      0 102220136 106072 26386876    0    0     0     0 1798 15899  4  0 96  0  0
 4  0      0 102220128 106072 26385704    0    0     0   148 2091 20111  4  0 96  0  0
 3  0      0 102219720 106072 26386012    0    0     0     0 1974 20111  4  0 96  0  0
 1  0      0 102219632 106072 26386084    0    0     0     0 1983 19232  4  0 96  0  0
 1  0      0 102238024 106072 26367192    0    0     0     0 1962 20259  4  0 96  0  0
 1  0      0 102237712 106072 26367532    0    0     0     0 1979 20008  4  0 96  0  0
 2  0      0 102237712 106072 26367192    0    0     0    72 1897 20202  4  0 96  0  0
 4  0      0 102234016 106072 26368048    0    0     0     0 1845 16075  4  0 96  0  0
 5  0      0 102216392 106072 26385736    0    0     0     0 1885 20090  4  0 96  0  0
 1  0      0 102216224 106072 26386156    0    0     0     0 2034 19596  4  0 96  0  0
 1  0      0 102235456 106072 26367208    0    0     0     0 2012 18292  4  0 96  0  0
 1  0      0 102237768 106072 26367596    0    0     0    40 1960 20032  4  0 96  0  0
 4  0      0 102238240 106072 26367240    0    0     0     0 1928 20485  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 102216384 106072 26386472    0    0     0     0 1740 16006  4  0 96  0  0
 1  0      0 102216672 106072 26385768    0    0     0     0 1908 20054  4  0 96  0  0
 1  0      0 102216064 106072 26386012    0    0     0     0 2125 20212  4  0 96  0  0
 1  0      0 102215896 106072 26385768    0    0     0     0 1997 19709  4  0 96  0  0
 1  0      0 102234120 106072 26367192    0    0     0    12 2018 19960  4  0 96  0  0
 4  0      0 102234224 106072 26367304    0    0     0     0 1989 19679  4  0 96  0  0
 4  0      0 102233808 106072 26367208    0    0     0   200 2051 19723  4  0 96  0  0
 1  0      0 102216080 106072 26386472    0    0     0     0 1769 14567  4  0 96  0  0
 2  0      0 102220368 106072 26385140    0    0     0     0 1990 19877  4  0 96  0  0
 2  0      0 102237904 106072 26367556    0    0     0    32 1972 20030  4  0 96  0  0
 2  0      0 102238432 106072 26366860    0    0     0     0 1989 20094  4  0 96  0  0
 3  0      0 102237536 106072 26367592    0    0     0    16 1812 18168  4  0 96  0  0
 3  0      0 102237368 106072 26367236    0    0     0   120 2068 19461  4  0 96  0  0
 2  0      0 102237008 106072 26367472    0    0     0    32 2044 20363  4  0 96  0  0
 2  0      0 102234448 106072 26366752    0    0     0    16 2319 17942  4  0 96  0  0
 2  0      0 102234016 106072 26367212    0    0     0     0 2175 19963  4  0 96  0  0
 2  0      0 102233848 106072 26367132    0    0     0     0 1981 20232  4  0 96  0  0
 2  0      0 102237088 106072 26367272    0    0     0     0 1920 20365  4  0 96  0  0
 4  0      0 102236496 106072 26368096    0    0     0   200 1904 18485  4  0 96  0  0
 4  0      0 102233696 106072 26367188    0    0     0   532 2032 18698  4  0 96  0  0
 2  0      0 102236984 106072 26367936    0    0     0     0 2023 18909  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 102215936 106072 26385772    0    0     0     0 1925 17486  4  0 96  0  0
 1  0      0 102218448 106072 26386404    0    0     0     0 1999 19543  4  0 96  0  0
 1  0      0 102218704 106072 26385604    0    0     0     0 2031 19299  4  0 96  0  0
 4  0      0 102236560 106072 26367352    0    0     0    68 1955 19188  4  0 96  0  0
 4  0      0 102236424 106072 26367592    0    0     0     0 1858 19463  4  0 96  0  0
 4  0      0 102233576 106072 26367704    0    0     0     0 2097 20148  4  0 96  0  0
 4  0      0 102233136 106072 26367228    0    0     0     0 1958 19643  4  0 96  0  0
 5  0      0 102215384 106072 26386232    0    0     0     0 1979 16563  4  0 96  0  0
 3  0      0 102233136 106072 26367692    0    0     0     0 2410 20663  4  0 96  0  0
 4  0      0 102232976 106072 26367328    0    0     0    12 2364 20038  4  0 96  0  0
 1  0      0 102214152 106072 26386568    0    0     0     0 2033 19066  4  0 96  0  0
 1  0      0 102215208 106072 26385752    0    0     0     0 2129 19822  4  0 96  0  0
 1  0      0 102214576 106072 26386612    0    0     0     0 1953 19493  4  0 96  0  0
 1  0      0 102233536 106072 26367364    0    0     0     0 2012 19483  4  0 96  0  0
 3  0      0 102237008 106072 26367600    0    0     0    44 2003 19782  4  0 96  0  0
 4  0      0 102237304 106072 26366772    0    0     0     0 2003 20134  4  0 96  0  0
 5  0      0 102236640 106072 26367112    0    0     0   292 2002 19894  4  0 96  0  0
 2  0      0 102214256 106072 26385924    0    0     0     0 1961 16149  4  0 96  0  0
 2  0      0 102232952 106072 26367664    0    0     0     0 2069 20805  4  0 96  0  0
 2  0      0 102233104 106072 26367584    0    0     0    48 1964 19638  4  0 96  0  0
 2  0      0 102233632 106072 26367540    0    0     0     0 1748 19504  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 102237104 106072 26366724    0    0     0     0 2038 17706  4  0 96  0  0
 4  0      0 102226120 106072 26375236    0    0     0     8 1919 18679  4  0 96  0  0
 2  0      0 102234216 106072 26366712    0    0     0   156 2110 19317  4  0 96  0  0
 1  0      0 102233568 106072 26367576    0    0     0    12 2027 20039  4  0 96  0  0
 2  0      0 102233872 106072 26367072    0    0     0     0 2063 19666  4  0 96  0  0
 1  0      0 102233008 106072 26367624    0    0     0     0 1940 20406  4  0 96  0  0
 1  0      0 102233648 106072 26367588    0    0     0     0 1835 16615  4  0 96  0  0
 4  0      0 102232688 106072 26367340    0    0     0   100 1909 18678  4  0 96  0  0
 1  0      0 102215096 106072 26386196    0    0     0   156 2033 19006  4  0 96  0  0
 4  0      0 102233408 106072 26367240    0    0     0     0 1970 18648  4  0 96  0  0
 3  0      0 102233248 106072 26367500    0    0     0     0 1972 18736  4  0 96  0  0
 1  0      0 102215848 106072 26385760    0    0     0     0 1831 17333  4  0 96  0  0
 1  0      0 102215232 106072 26386464    0    0     0     0 1956 19946  4  0 96  0  0
 1  0      0 102234416 106072 26366748    0    0     0    32 2052 20347  4  0 96  0  0
 3  0      0 102233776 106072 26367644    0    0     0     0 2001 20272  4  0 96  0  0
 4  0      0 102234848 106072 26366812    0    0     0     0 2005 19513  4  0 96  0  0
 7  0      0 102216112 106072 26386496    0    0     0     0 1799 15791  4  0 96  0  0
 4  0      0 102230416 106072 26370176    0    0     0     0 1948 19451  4  0 96  0  0
 2  0      0 102215776 106072 26386528    0    0     0    28 1971 19455  4  0 96  0  0
 2  0      0 102234704 106072 26366816    0    0     0     0 1921 20312  4  0 96  0  0
 1  0      0 102234592 106072 26367708    0    0     0     0 1993 20395  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 102234624 106072 26367180    0    0     0     0 1964 20283  4  0 96  0  0
 1  0      0 102234000 106072 26367368    0    0     0     0 1979 19460  4  0 96  0  0
 2  0      0 102216384 106072 26386032    0    0     0    12 1759 15121  4  0 96  0  0
 2  0      0 102232264 106072 26367340    0    0     0     0 2052 19223  4  0 96  0  0
 2  0      0 102232112 106072 26367212    0    0     0     0 1984 19605  4  0 96  0  0
 4  0      0 102232456 106072 26367152    0    0     0     0 1928 19344  4  0 96  0  0
 2  0      0 102231312 106072 26367332    0    0     0   104 1903 19892  4  0 96  0  0
 4  0      0 102235520 106072 26367524    0    0     0    20 2168 18030  4  0 96  0  0
 2  0      0 102224416 106072 26375340    0    0     0     0 2028 18981  4  0 96  0  0
 2  0      0 102232528 106072 26367068    0    0     0     0 2047 19441  4  0 96  0  0
 1  0      0 102232624 106072 26367200    0    0     0     0 1882 19462  4  0 96  0  0
 3  0      0 102231984 106072 26367680    0    0     0     0 2003 19866  4  0 96  0  0
