index, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
0, 0 %, 0 %, 0 MiB
1, 0 %, 0 %, 0 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 0 MiB
1, 0 %, 0 %, 0 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 0 MiB
1, 0 %, 0 %, 0 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 0 MiB
1, 0 %, 0 %, 0 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 0 MiB
1, 0 %, 0 %, 0 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 3 MiB
1, 0 %, 0 %, 1 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 3 MiB
1, 0 %, 0 %, 3 MiB
2, 0 %, 0 %, 3 MiB
3, 0 %, 0 %, 3 MiB
0, 0 %, 0 %, 3 MiB
1, 0 %, 0 %, 3 MiB
2, 0 %, 0 %, 3 MiB
3, 0 %, 0 %, 3 MiB
0, 0 %, 0 %, 3 MiB
1, 0 %, 0 %, 11 MiB
2, 0 %, 0 %, 3 MiB
3, 0 %, 0 %, 3 MiB
0, 0 %, 0 %, 57 MiB
1, 1 %, 0 %, 259 MiB
2, 0 %, 0 %, 19 MiB
3, 0 %, 0 %, 19 MiB
0, 3 %, 0 %, 1117 MiB
1, 33 %, 0 %, 1113 MiB
2, 29 %, 0 %, 1211 MiB
3, 7 %, 0 %, 1093 MiB
0, 93 %, 44 %, 5563 MiB
1, 98 %, 46 %, 5559 MiB
2, 97 %, 47 %, 5559 MiB
3, 94 %, 46 %, 5539 MiB
0, 96 %, 46 %, 5563 MiB
1, 96 %, 47 %, 5559 MiB
2, 98 %, 42 %, 5559 MiB
3, 98 %, 42 %, 5539 MiB
0, 98 %, 41 %, 5563 MiB
1, 99 %, 43 %, 5559 MiB
2, 96 %, 45 %, 5559 MiB
3, 96 %, 45 %, 5539 MiB
0, 93 %, 45 %, 5563 MiB
1, 97 %, 44 %, 5559 MiB
2, 97 %, 47 %, 5559 MiB
3, 94 %, 46 %, 5539 MiB
0, 96 %, 45 %, 5563 MiB
1, 96 %, 47 %, 5559 MiB
2, 98 %, 41 %, 5559 MiB
3, 98 %, 42 %, 5539 MiB
0, 98 %, 41 %, 5563 MiB
1, 98 %, 41 %, 5559 MiB
2, 96 %, 46 %, 5559 MiB
3, 96 %, 46 %, 5539 MiB
0, 96 %, 47 %, 5563 MiB
1, 96 %, 45 %, 5559 MiB
2, 96 %, 44 %, 5559 MiB
3, 96 %, 44 %, 5539 MiB
0, 98 %, 42 %, 5563 MiB
1, 96 %, 45 %, 5559 MiB
2, 98 %, 42 %, 5559 MiB
3, 98 %, 42 %, 5539 MiB
0, 99 %, 45 %, 5563 MiB
1, 98 %, 42 %, 5559 MiB
2, 97 %, 47 %, 5559 MiB
3, 92 %, 46 %, 5539 MiB
0, 96 %, 47 %, 5563 MiB
1, 96 %, 47 %, 5559 MiB
2, 99 %, 44 %, 5559 MiB
3, 99 %, 44 %, 5539 MiB
0, 98 %, 42 %, 5563 MiB
1, 99 %, 43 %, 5559 MiB
2, 96 %, 43 %, 5559 MiB
3, 96 %, 44 %, 5539 MiB
0, 96 %, 45 %, 5563 MiB
1, 97 %, 45 %, 5559 MiB
2, 96 %, 47 %, 5559 MiB
3, 97 %, 47 %, 5539 MiB
0, 96 %, 46 %, 5563 MiB
1, 96 %, 46 %, 5559 MiB
2, 99 %, 42 %, 5559 MiB
3, 98 %, 42 %, 5539 MiB
0, 98 %, 41 %, 5563 MiB
1, 98 %, 42 %, 5559 MiB
2, 96 %, 45 %, 5559 MiB
3, 96 %, 45 %, 5539 MiB
0, 96 %, 46 %, 5563 MiB
1, 96 %, 45 %, 5559 MiB
2, 96 %, 46 %, 5559 MiB
3, 96 %, 46 %, 5539 MiB
0, 96 %, 42 %, 5563 MiB
1, 97 %, 46 %, 5559 MiB
2, 98 %, 41 %, 5559 MiB
3, 98 %, 41 %, 5539 MiB
0, 98 %, 44 %, 5563 MiB
1, 98 %, 42 %, 5559 MiB
2, 96 %, 47 %, 5559 MiB
3, 96 %, 46 %, 5539 MiB
0, 96 %, 47 %, 5563 MiB
1, 98 %, 41 %, 5559 MiB
2, 96 %, 42 %, 5559 MiB
3, 96 %, 42 %, 5539 MiB
0, 99 %, 43 %, 5563 MiB
1, 96 %, 45 %, 5559 MiB
2, 98 %, 44 %, 5559 MiB
3, 98 %, 43 %, 5539 MiB
0, 95 %, 43 %, 5563 MiB
1, 96 %, 45 %, 5559 MiB
2, 96 %, 47 %, 5559 MiB
3, 96 %, 47 %, 5539 MiB
0, 96 %, 46 %, 5563 MiB
1, 98 %, 41 %, 5559 MiB
2, 99 %, 43 %, 5559 MiB
3, 99 %, 43 %, 5539 MiB
0, 98 %, 41 %, 5563 MiB
1, 96 %, 47 %, 5559 MiB
2, 96 %, 44 %, 5559 MiB
3, 95 %, 44 %, 5539 MiB
0, 96 %, 46 %, 5563 MiB
1, 99 %, 43 %, 5559 MiB
2, 96 %, 46 %, 5559 MiB
3, 96 %, 46 %, 5539 MiB
0, 96 %, 45 %, 5563 MiB
1, 98 %, 46 %, 5559 MiB
2, 98 %, 41 %, 5559 MiB
3, 98 %, 41 %, 5539 MiB
0, 98 %, 41 %, 5563 MiB
1, 96 %, 47 %, 5559 MiB
2, 95 %, 45 %, 5559 MiB
3, 96 %, 45 %, 5539 MiB
0, 96 %, 47 %, 5563 MiB
1, 98 %, 42 %, 5559 MiB
2, 96 %, 46 %, 5559 MiB
3, 96 %, 45 %, 5539 MiB
0, 96 %, 42 %, 5563 MiB
1, 96 %, 44 %, 5559 MiB
2, 98 %, 41 %, 5559 MiB
3, 98 %, 41 %, 5539 MiB
0, 98 %, 45 %, 5563 MiB
1, 96 %, 46 %, 5559 MiB
2, 96 %, 47 %, 5559 MiB
3, 96 %, 47 %, 5539 MiB
0, 96 %, 47 %, 5563 MiB
1, 98 %, 41 %, 5559 MiB
2, 99 %, 43 %, 5559 MiB
3, 99 %, 43 %, 5539 MiB
0, 99 %, 42 %, 5563 MiB
1, 96 %, 47 %, 5559 MiB
2, 96 %, 44 %, 5559 MiB
3, 96 %, 44 %, 5539 MiB
0, 95 %, 44 %, 5563 MiB
1, 97 %, 42 %, 5559 MiB
2, 96 %, 47 %, 5559 MiB
3, 96 %, 47 %, 5539 MiB
0, 96 %, 44 %, 5563 MiB
1, 98 %, 46 %, 5559 MiB
2, 98 %, 41 %, 5559 MiB
3, 98 %, 41 %, 5539 MiB
0, 96 %, 46 %, 5563 MiB
1, 96 %, 47 %, 5559 MiB
2, 96 %, 45 %, 5559 MiB
3, 96 %, 45 %, 5539 MiB
0, 98 %, 41 %, 5563 MiB
1, 98 %, 42 %, 5559 MiB
2, 96 %, 46 %, 5559 MiB
3, 96 %, 46 %, 5539 MiB
0, 96 %, 46 %, 5563 MiB
1, 96 %, 44 %, 5559 MiB
2, 98 %, 41 %, 5559 MiB
3, 98 %, 41 %, 5539 MiB
0, 96 %, 45 %, 5563 MiB
1, 96 %, 46 %, 5559 MiB
2, 96 %, 47 %, 5559 MiB
3, 96 %, 46 %, 5539 MiB
0, 98 %, 41 %, 5563 MiB
1, 98 %, 42 %, 5559 MiB
2, 96 %, 42 %, 5559 MiB
3, 96 %, 43 %, 5539 MiB
0, 96 %, 47 %, 5563 MiB
1, 96 %, 46 %, 5559 MiB
2, 98 %, 45 %, 5559 MiB
3, 98 %, 43 %, 5539 MiB
0, 98 %, 42 %, 5563 MiB
1, 96 %, 45 %, 5559 MiB
2, 96 %, 47 %, 5559 MiB
3, 96 %, 47 %, 5539 MiB
0, 98 %, 45 %, 5563 MiB
1, 98 %, 41 %, 5559 MiB
2, 99 %, 43 %, 5559 MiB
3, 99 %, 44 %, 5539 MiB
0, 96 %, 47 %, 5563 MiB
1, 96 %, 47 %, 5559 MiB
2, 96 %, 43 %, 5559 MiB
3, 96 %, 44 %, 5539 MiB
0, 99 %, 42 %, 5563 MiB
1, 98 %, 43 %, 5559 MiB
2, 96 %, 47 %, 5559 MiB
3, 96 %, 47 %, 5539 MiB
0, 96 %, 44 %, 5563 MiB
1, 98 %, 46 %, 5559 MiB
2, 98 %, 42 %, 5559 MiB
3, 98 %, 42 %, 5539 MiB
0, 96 %, 46 %, 5563 MiB
1, 96 %, 47 %, 5559 MiB
2, 96 %, 45 %, 5559 MiB
3, 96 %, 45 %, 5539 MiB
0, 98 %, 41 %, 5563 MiB
1, 99 %, 42 %, 5559 MiB
2, 97 %, 46 %, 5559 MiB
3, 96 %, 46 %, 5539 MiB
0, 96 %, 45 %, 5563 MiB
1, 96 %, 44 %, 5559 MiB
2, 98 %, 41 %, 5559 MiB
3, 98 %, 41 %, 5539 MiB
0, 95 %, 44 %, 5563 MiB
1, 97 %, 46 %, 5559 MiB
2, 97 %, 47 %, 5559 MiB
3, 97 %, 47 %, 5539 MiB
0, 98 %, 41 %, 5563 MiB
1, 98 %, 41 %, 5559 MiB
2, 97 %, 42 %, 5559 MiB
3, 97 %, 42 %, 5539 MiB
0, 96 %, 47 %, 5563 MiB
1, 96 %, 46 %, 5559 MiB
2, 98 %, 45 %, 5559 MiB
3, 98 %, 45 %, 5539 MiB
0, 99 %, 44 %, 5563 MiB
1, 96 %, 43 %, 5559 MiB
2, 96 %, 47 %, 5559 MiB
3, 96 %, 47 %, 5539 MiB
0, 98 %, 45 %, 5563 MiB
1, 98 %, 43 %, 5559 MiB
2, 98 %, 43 %, 5559 MiB
3, 99 %, 43 %, 5539 MiB
0, 96 %, 47 %, 5563 MiB
1, 96 %, 47 %, 5559 MiB
2, 96 %, 45 %, 5559 MiB
3, 96 %, 45 %, 5539 MiB
0, 99 %, 42 %, 5563 MiB
1, 99 %, 44 %, 5559 MiB
2, 96 %, 46 %, 5559 MiB
3, 96 %, 46 %, 5539 MiB
0, 96 %, 44 %, 5563 MiB
1, 96 %, 43 %, 5559 MiB
2, 98 %, 42 %, 5559 MiB
3, 98 %, 42 %, 5539 MiB
0, 96 %, 46 %, 5563 MiB
1, 96 %, 47 %, 5559 MiB
2, 96 %, 46 %, 5559 MiB
3, 96 %, 46 %, 5539 MiB
0, 98 %, 41 %, 5563 MiB
1, 98 %, 42 %, 5559 MiB
2, 97 %, 44 %, 5559 MiB
3, 96 %, 44 %, 5539 MiB
0, 96 %, 46 %, 5563 MiB
1, 96 %, 45 %, 5559 MiB
2, 98 %, 43 %, 5559 MiB
3, 98 %, 42 %, 5539 MiB
0, 96 %, 43 %, 5563 MiB
1, 96 %, 45 %, 5559 MiB
2, 96 %, 47 %, 5559 MiB
3, 96 %, 47 %, 5539 MiB
0, 98 %, 43 %, 5563 MiB
1, 98 %, 41 %, 5559 MiB
2, 99 %, 44 %, 5559 MiB
3, 99 %, 43 %, 5539 MiB
0, 96 %, 47 %, 5563 MiB
1, 96 %, 47 %, 5559 MiB
2, 96 %, 44 %, 5559 MiB
3, 98 %, 45 %, 5539 MiB
0, 99 %, 43 %, 5563 MiB
1, 96 %, 42 %, 5559 MiB
2, 96 %, 47 %, 5559 MiB
3, 96 %, 47 %, 5539 MiB
0, 96 %, 44 %, 5563 MiB
1, 98 %, 43 %, 5559 MiB
2, 98 %, 42 %, 5559 MiB
3, 99 %, 43 %, 5539 MiB
0, 96 %, 47 %, 5563 MiB
1, 96 %, 47 %, 5559 MiB
2, 96 %, 44 %, 5559 MiB
3, 96 %, 44 %, 5539 MiB
0, 98 %, 41 %, 5563 MiB
1, 99 %, 43 %, 5559 MiB
2, 97 %, 46 %, 5559 MiB
3, 94 %, 45 %, 5539 MiB
0, 96 %, 45 %, 5563 MiB
1, 96 %, 44 %, 5559 MiB
2, 98 %, 41 %, 5559 MiB
3, 98 %, 42 %, 5539 MiB
0, 96 %, 46 %, 5563 MiB
1, 96 %, 46 %, 5559 MiB
2, 96 %, 46 %, 5559 MiB
3, 96 %, 46 %, 5539 MiB
0, 98 %, 41 %, 5563 MiB
1, 98 %, 41 %, 5559 MiB
2, 96 %, 43 %, 5559 MiB
3, 96 %, 44 %, 5539 MiB
0, 96 %, 46 %, 5563 MiB
1, 96 %, 46 %, 5559 MiB
2, 98 %, 43 %, 5559 MiB
3, 98 %, 42 %, 5539 MiB
0, 96 %, 42 %, 5563 MiB
1, 96 %, 45 %, 5559 MiB
2, 96 %, 47 %, 5559 MiB
3, 96 %, 47 %, 5539 MiB
0, 98 %, 44 %, 5563 MiB
1, 98 %, 41 %, 5559 MiB
2, 99 %, 44 %, 5559 MiB
3, 99 %, 44 %, 5539 MiB
0, 96 %, 47 %, 5563 MiB
1, 96 %, 47 %, 5559 MiB
2, 96 %, 44 %, 5559 MiB
3, 96 %, 44 %, 5539 MiB
0, 99 %, 43 %, 5563 MiB
1, 99 %, 43 %, 5559 MiB
2, 96 %, 47 %, 5559 MiB
3, 96 %, 47 %, 5539 MiB
0, 96 %, 44 %, 5563 MiB
1, 98 %, 46 %, 5559 MiB
2, 98 %, 42 %, 5559 MiB
3, 98 %, 42 %, 5539 MiB
0, 96 %, 46 %, 5563 MiB
1, 96 %, 47 %, 5559 MiB
2, 96 %, 45 %, 5559 MiB
3, 96 %, 45 %, 5539 MiB
0, 98 %, 41 %, 5563 MiB
1, 99 %, 42 %, 5559 MiB
2, 95 %, 44 %, 5559 MiB
3, 95 %, 45 %, 5539 MiB
0, 96 %, 46 %, 5563 MiB
1, 96 %, 44 %, 5559 MiB
2, 98 %, 41 %, 5559 MiB
3, 98 %, 41 %, 5539 MiB
0, 96 %, 44 %, 5563 MiB
1, 96 %, 46 %, 5559 MiB
2, 96 %, 47 %, 5559 MiB
3, 96 %, 47 %, 5539 MiB
0, 98 %, 41 %, 5563 MiB
1, 98 %, 41 %, 5559 MiB
2, 98 %, 42 %, 5559 MiB
3, 98 %, 42 %, 5539 MiB
0, 96 %, 47 %, 5563 MiB
1, 96 %, 46 %, 5559 MiB
