procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 105372992 100036 25361084    0    0     2     3    0    0  0  0 100  0  0
 1  0      0 105201264 100036 25361092    0    0     0     0  925  300  3  0 97  0  0
 1  0      0 105154480 100036 25361092    0    0     0     4  484  259  2  0 98  0  0
 1  0      0 105100048 100036 25361092    0    0     0     0  510  411  2  0 98  0  0
 1  0      0 105050416 100036 25361108    0    0     0   132  572  386  1  0 98  0  0
 1  0      0 104717872 100036 25361120    0    0     0     0  363  281  1  1 98  0  0
 1  0      0 104549992 100036 25369312    0    0     0     0 1163  349  1  1 98  0  0
 1  0      0 103885288 100036 25632908    0    0     0     8 6802 10216  3  2 96  0  0
 2  0      0 103525440 100036 25669980    0    0     0     0 1936 3382  2  1 97  0  0
 2  0      0 103499776 100036 25678252    0    0     0     0  947 3130  3  0 97  0  0
 2  0      0 103505536 100036 25669996    0    0     0    92 1124 3502  3  0 97  0  0
 2  0      0 103504672 100036 25669996    0    0     0     0 1073 4329  3  0 97  0  0
 2  0      0 103484408 100036 25691292    0    0     0     0  992 3845  3  0 97  0  0
 2  0      0 103504280 100036 25669996    0    0     0     0 1022 4384  3  0 97  0  0
 2  0      0 103504176 100036 25669996    0    0     0     0 1091 3554  3  0 97  0  0
 2  0      0 103504064 100040 25669996    0    0     0    12 1021 3976  3  0 97  0  0
 3  0      0 103470088 100040 25702792    0    0     0     0 1056 3568  3  0 97  0  0
 2  0      0 103503168 100040 25669996    0    0     0   416 1158 4603  3  0 97  0  0
 2  0      0 103503056 100040 25669996    0    0     0     0 1137 3891  3  0 97  0  0
 2  0      0 103502480 100040 25670364    0    0     0   176 1203 3643  3  0 97  0  0
 1  0      0 103500368 100044 25670444    0    0     0    32 1394 4370  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 103500800 100044 25670080    0    0     0     0 1151 3813  3  0 97  0  0
 2  0      0 103470960 100044 25701556    0    0     0     0  923 2025  3  0 97  0  0
 2  0      0 103500160 100044 25670096    0    0     0     0 1180 4928  3  0 97  0  0
 1  0      0 103500064 100044 25670096    0    0     0     0 1091 4466  3  0 97  0  0
 2  0      0 103479792 100044 25691876    0    0     0    36 1010 3521  3  0 97  0  0
 2  0      0 103499416 100044 25670096    0    0     0     4 1087 4048  3  0 97  0  0
 2  0      0 103499312 100044 25670096    0    0     0     8 1010 4311  3  0 97  0  0
 2  0      0 103499200 100044 25670096    0    0     0     0  991 3252  3  0 97  0  0
 2  0      0 103498912 100044 25670096    0    0     0     0  979 3207  3  0 97  0  0
 2  0      0 103498800 100048 25670096    0    0     0    44 1028 3486  3  0 97  0  0
 2  0      0 103498448 100048 25670096    0    0     0     0 1026 4069  3  0 97  0  0
 2  0      0 103498408 100048 25670096    0    0     0     0 1078 3727  3  0 97  0  0
 1  0      0 103498552 100048 25670096    0    0     0    64 1030 4719  3  0 97  0  0
 2  0      0 103498448 100048 25670096    0    0     0     0 1019 4137  3  0 97  0  0
 2  0      0 103462304 100048 25707732    0    0     0    36 1011 3544  3  0 97  0  0
 1  0      0 103502160 100048 25670464    0    0     0     0 1046 3801  3  0 97  0  0
 2  0      0 103502136 100048 25670032    0    0     0     0  960 3994  3  0 97  0  0
 1  0      0 103464064 100048 25708212    0    0     0     8  999 3473  3  0 97  0  0
 2  0      0 103499864 100048 25670052    0    0     0     0 1095 3937  3  0 97  0  0
 2  0      0 103500048 100048 25670516    0    0     0    36 1091 3091  3  0 97  0  0
 2  0      0 103500040 100048 25670084    0    0     0     0  934 2571  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 103501376 100048 25670012    0    0     0     0 1099 2842  3  0 97  0  0
 2  0      0 103501864 100048 25670040    0    0     0     0 1089 4586  3  0 97  0  0
 2  0      0 103501088 100048 25670568    0    0     0     0 1041 3938  3  0 97  0  0
 2  0      0 103499600 100052 25669652    0    0     0    12 1061 4301  3  0 97  0  0
 1  0      0 103499808 100052 25670152    0    0     0     0 1069 4252  3  0 97  0  0
 1  0      0 103499728 100052 25670456    0    0     0     0  996 4072  3  0 97  0  0
 2  0      0 103470256 100052 25698584    0    0     0     0  976 2720  3  0 97  0  0
 2  0      0 103500800 100052 25670456    0    0     0     0 1040 5082  3  0 97  0  0
 1  0      0 103498976 100052 25670124    0    0     0    92 1175 4919  3  0 97  0  0
 2  0      0 103486520 100052 25683192    0    0     0   180 1031 4079  3  0 97  0  0
 2  0      0 103498328 100052 25670124    0    0     0     0 1014 4105  3  0 97  0  0
 2  0      0 103498224 100052 25670124    0    0     0     0  982 4267  3  0 97  0  0
 2  0      0 103498112 100052 25670124    0    0     0     0  990 3379  3  0 97  0  0
 2  0      0 103497280 100056 25670492    0    0     0    20 1001 3051  3  0 97  0  0
 2  0      0 103497464 100056 25670116    0    0     0     0 1057 4905  3  0 97  0  0
 1  0      0 103497360 100056 25670128    0    0     0     0  927 4366  3  0 97  0  0
 2  0      0 103460960 100056 25707760    0    0     0    16 1010 3339  3  0 97  0  0
 2  0      0 103496712 100056 25670120    0    0     0     0 1074 5014  3  0 97  0  0
 1  0      0 103496352 100060 25670128    0    0     0    44 1019 4068  3  0 97  0  0
 2  0      0 103496240 100060 25670128    0    0     0     0  958 3714  3  0 97  0  0
 2  0      0 103495664 100060 25670488    0    0     0     0 1012 3388  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 103495600 100060 25670128    0    0     0     0 1051 4772  3  0 97  0  0
 2  0      0 103495488 100060 25670128    0    0     0     8 1085 3817  3  0 97  0  0
 1  0      0 103459344 100060 25707760    0    0     0    36  924 3736  3  0 97  0  0
 2  0      0 103495360 100060 25670128    0    0     0     0 1055 4300  3  0 97  0  0
 1  0      0 103494992 100060 25670124    0    0     0     0 1052 4328  3  0 97  0  0
 2  0      0 103495136 100060 25670128    0    0     0     0 1034 4102  3  0 97  0  0
 2  0      0 103494816 100060 25670496    0    0     0     8  977 3988  3  0 97  0  0
 2  0      0 103494992 100060 25670128    0    0     0    36 1069 4700  3  0 97  0  0
 2  0      0 103494888 100060 25670128    0    0     0     0  947 3732  3  0 97  0  0
 2  0      0 103494848 100060 25670128    0    0     0     0  989 3415  3  0 97  0  0
 2  0      0 103494744 100060 25670128    0    0     0     0  989 5182  3  0 97  0  0
 2  0      0 103494888 100060 25670128    0    0     0     0 1012 3368  3  0 97  0  0
 3  0      0 103458240 100060 25707764    0    0     0    12  902 1951  3  0 97  0  0
 2  0      0 103495248 100060 25670112    0    0     0     0 1129 5175  3  0 97  0  0
 2  0      0 103494960 100060 25670032    0    0     0     0 1026 4361  3  0 97  0  0
 2  0      0 103493728 100060 25669644    0    0     0     0 1103 4343  3  0 97  0  0
 1  0      0 103492944 100060 25670124    0    0     0     0 1085 4107  3  0 97  0  0
 2  0      0 103493656 100064 25669700    0    0     0    12  966 2200  3  0 97  0  0
 2  0      0 103495200 100064 25670144    0    0     0     0 1042 4159  3  0 97  0  0
 2  0      0 103495088 100064 25670144    0    0     0     0 1080 3693  3  0 97  0  0
 2  0      0 103494728 100064 25670144    0    0     0     0  957 3529  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 103494688 100064 25670144    0    0     0     0 1031 3361  3  0 97  0  0
 2  0      0 103494584 100064 25670144    0    0     0    76  938 4687  3  0 97  0  0
 2  0      0 103494728 100064 25670148    0    0     0     0 1037 3733  3  0 97  0  0
 2  0      0 103485040 100064 25681280    0    0     0   100 1072 3183  3  0 97  0  0
 2  0      0 103494584 100064 25670148    0    0     0     0 1032 3129  3  0 97  0  0
 2  0      0 103494480 100064 25670148    0    0     0     0 1031 4131  3  0 97  0  0
 2  0      0 103494368 100064 25671116    0    0     0    20  994 2751  3  0 97  0  0
 2  0      0 103494336 100064 25670148    0    0     0     8 1020 2817  3  0 97  0  0
 2  0      0 103494480 100064 25670148    0    0     0     0 1025 3799  3  0 97  0  0
 2  0      0 103494368 100064 25670148    0    0     0     0  965 3672  3  0 97  0  0
 1  0      0 103458224 100064 25707784    0    0     0     0  977 2491  3  0 97  0  0
 2  0      0 103494224 100068 25670148    0    0     0    12 1056 3501  3  0 97  0  0
 1  0      0 103494112 100068 25670152    0    0     0     0  969 3192  3  0 97  0  0
 2  0      0 103471832 100068 25693868    0    0     0     0  948 3584  3  0 97  0  0
 2  0      0 103494224 100068 25670152    0    0     0     0 1125 4237  3  0 97  0  0
 2  0      0 103493864 100068 25670152    0    0     0     8  955 2439  3  0 97  0  0
 2  0      0 103493760 100068 25670152    0    0     0    20  988 2771  3  0 97  0  0
 2  0      0 103493680 100068 25670520    0    0     0     0  960 2938  3  0 97  0  0
 1  0      0 103494112 100068 25670152    0    0     0     0 1090 4209  3  0 97  0  0
 2  0      0 103493760 100068 25670152    0    0     0     0 1016 3858  3  0 97  0  0
 2  0      0 103493424 100068 25670512    0    0     0     8 1013 3616  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 103493864 100068 25670152    0    0     0    36  976 4511  3  0 97  0  0
