index, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
0, 0 %, 0 %, 0 MiB
1, 0 %, 0 %, 0 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 0 MiB
1, 0 %, 0 %, 0 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 0 MiB
1, 0 %, 0 %, 0 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 0 MiB
1, 0 %, 0 %, 0 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 3 MiB
1, 0 %, 0 %, 3 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 3 MiB
1, 0 %, 0 %, 3 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 3 %, 0 %, 325 MiB
1, 0 %, 0 %, 3 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 7 %, 0 %, 493 MiB
1, 3 %, 0 %, 457 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 35 %, 14 %, 6065 MiB
1, 35 %, 14 %, 6049 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 83 %, 39 %, 6119 MiB
1, 80 %, 40 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 33 %, 16 %, 6119 MiB
1, 33 %, 18 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 42 %, 16 %, 6119 MiB
1, 31 %, 11 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 81 %, 37 %, 6119 MiB
1, 79 %, 40 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 30 %, 18 %, 6119 MiB
1, 28 %, 16 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 38 %, 21 %, 6119 MiB
1, 36 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 75 %, 37 %, 6119 MiB
1, 57 %, 26 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 44 %, 17 %, 6119 MiB
1, 47 %, 26 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 38 %, 20 %, 6119 MiB
1, 36 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 78 %, 39 %, 6119 MiB
1, 60 %, 27 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 44 %, 18 %, 6119 MiB
1, 41 %, 22 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 39 %, 20 %, 6119 MiB
1, 37 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 54 %, 23 %, 6119 MiB
1, 39 %, 15 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 62 %, 28 %, 6119 MiB
1, 68 %, 36 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 20 %, 6119 MiB
1, 31 %, 18 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 57 %, 25 %, 6119 MiB
1, 44 %, 18 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 67 %, 30 %, 6119 MiB
1, 66 %, 35 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 31 %, 18 %, 6119 MiB
1, 30 %, 18 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 36 %, 14 %, 6119 MiB
1, 32 %, 13 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 40 %, 6119 MiB
1, 80 %, 40 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 29 %, 16 %, 6119 MiB
1, 27 %, 16 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 39 %, 14 %, 6119 MiB
1, 33 %, 11 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 84 %, 38 %, 6119 MiB
1, 76 %, 39 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 29 %, 16 %, 6119 MiB
1, 29 %, 16 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 46 %, 18 %, 6119 MiB
1, 35 %, 12 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 69 %, 34 %, 6119 MiB
1, 59 %, 27 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 46 %, 18 %, 6119 MiB
1, 45 %, 25 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 41 %, 21 %, 6119 MiB
1, 37 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 86 %, 41 %, 6119 MiB
1, 71 %, 35 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 44 %, 18 %, 6119 MiB
1, 42 %, 23 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 37 %, 14 %, 6119 MiB
1, 36 %, 17 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 90 %, 40 %, 6119 MiB
1, 81 %, 41 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 58 %, 25 %, 6119 MiB
1, 62 %, 33 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 35 %, 20 %, 6119 MiB
1, 34 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 61 %, 28 %, 6119 MiB
1, 47 %, 19 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 55 %, 24 %, 6119 MiB
1, 60 %, 32 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 35 %, 20 %, 6119 MiB
1, 34 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 62 %, 28 %, 6119 MiB
1, 50 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 82 %, 41 %, 6119 MiB
1, 77 %, 39 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 39 %, 17 %, 6119 MiB
1, 36 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 41 %, 21 %, 6119 MiB
1, 41 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 77 %, 38 %, 6119 MiB
1, 67 %, 32 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 46 %, 19 %, 6119 MiB
1, 43 %, 23 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 39 %, 21 %, 6119 MiB
1, 39 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 73 %, 36 %, 6119 MiB
1, 64 %, 31 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 74 %, 33 %, 6119 MiB
1, 71 %, 38 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 31 %, 18 %, 6119 MiB
1, 29 %, 18 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 29 %, 15 %, 6119 MiB
1, 31 %, 10 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 13 %, 6119 MiB
1, 78 %, 40 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 88 %, 41 %, 6119 MiB
1, 27 %, 15 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 41 %, 15 %, 6119 MiB
1, 33 %, 13 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 35 %, 14 %, 6119 MiB
1, 80 %, 40 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 52 %, 21 %, 6119 MiB
1, 40 %, 15 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 69 %, 33 %, 6119 MiB
1, 73 %, 38 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 29 %, 17 %, 6119 MiB
1, 28 %, 16 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 46 %, 18 %, 6119 MiB
1, 35 %, 12 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 85 %, 39 %, 6119 MiB
1, 79 %, 40 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 29 %, 16 %, 6119 MiB
1, 27 %, 15 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 37 %, 20 %, 6119 MiB
1, 35 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 67 %, 32 %, 6119 MiB
1, 53 %, 23 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 47 %, 18 %, 6119 MiB
1, 48 %, 26 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 37 %, 20 %, 6119 MiB
1, 37 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 71 %, 34 %, 6119 MiB
1, 62 %, 29 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 44 %, 21 %, 6119 MiB
1, 41 %, 22 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 37 %, 20 %, 6119 MiB
1, 37 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 36 %, 15 %, 6119 MiB
1, 35 %, 15 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 72 %, 37 %, 6119 MiB
1, 71 %, 37 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 35 %, 20 %, 6119 MiB
1, 34 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 73 %, 35 %, 6119 MiB
1, 75 %, 37 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 37 %, 19 %, 6119 MiB
1, 35 %, 16 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 46 %, 18 %, 6119 MiB
1, 43 %, 17 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 85 %, 40 %, 6119 MiB
1, 81 %, 41 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 33 %, 16 %, 6119 MiB
1, 35 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 39 %, 14 %, 6119 MiB
1, 33 %, 14 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 91 %, 40 %, 6119 MiB
1, 81 %, 41 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 38 %, 15 %, 6119 MiB
1, 38 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 38 %, 18 %, 6119 MiB
1, 41 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 80 %, 41 %, 6119 MiB
1, 70 %, 35 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 76 %, 37 %, 6119 MiB
1, 76 %, 39 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 31 %, 18 %, 6119 MiB
1, 30 %, 17 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 47 %, 19 %, 6119 MiB
1, 35 %, 12 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 76 %, 36 %, 6119 MiB
1, 75 %, 39 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 30 %, 17 %, 6119 MiB
1, 27 %, 16 %, 6059 MiB
