index, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
3, 0 %, 0 %, 0 MiB
0, 58 %, 25 %, 6119 MiB
1, 65 %, 31 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 47 %, 26 %, 6119 MiB
1, 36 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 33 %, 11 %, 6119 MiB
1, 42 %, 17 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 73 %, 38 %, 6119 MiB
1, 57 %, 30 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 36 %, 20 %, 6119 MiB
1, 39 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 62 %, 28 %, 6119 MiB
1, 70 %, 34 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 43 %, 23 %, 6119 MiB
1, 30 %, 16 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 39 %, 15 %, 6119 MiB
1, 52 %, 22 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 62 %, 32 %, 6119 MiB
1, 42 %, 22 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 38 %, 21 %, 6119 MiB
1, 38 %, 18 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 86 %, 41 %, 6119 MiB
1, 68 %, 36 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 20 %, 6119 MiB
1, 38 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 40 %, 15 %, 6119 MiB
1, 51 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 59 %, 31 %, 6119 MiB
1, 43 %, 23 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 40 %, 21 %, 6119 MiB
1, 37 %, 16 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 86 %, 42 %, 6119 MiB
1, 71 %, 38 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 20 %, 6119 MiB
1, 36 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 63 %, 29 %, 6119 MiB
1, 76 %, 38 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 81 %, 40 %, 6119 MiB
1, 64 %, 34 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 35 %, 20 %, 6119 MiB
1, 38 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 74 %, 36 %, 6119 MiB
1, 83 %, 41 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 18 %, 6119 MiB
1, 28 %, 16 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 41 %, 15 %, 6119 MiB
1, 59 %, 26 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 63 %, 32 %, 6119 MiB
1, 44 %, 24 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 24 %, 15 %, 6119 MiB
1, 29 %, 17 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 46 %, 18 %, 6119 MiB
1, 56 %, 24 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 61 %, 31 %, 6119 MiB
1, 44 %, 24 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 37 %, 20 %, 6119 MiB
1, 38 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 86 %, 42 %, 6119 MiB
1, 76 %, 39 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 28 %, 16 %, 6119 MiB
1, 35 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 48 %, 19 %, 6119 MiB
1, 63 %, 28 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 70 %, 36 %, 6119 MiB
1, 43 %, 23 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 36 %, 20 %, 6119 MiB
1, 40 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 68 %, 32 %, 6119 MiB
1, 83 %, 41 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 39 %, 18 %, 6119 MiB
1, 29 %, 17 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 44 %, 17 %, 6119 MiB
1, 59 %, 27 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 54 %, 28 %, 6119 MiB
1, 42 %, 23 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 23 %, 15 %, 6119 MiB
1, 30 %, 18 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 50 %, 20 %, 6119 MiB
1, 62 %, 28 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 59 %, 29 %, 6119 MiB
1, 40 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 35 %, 20 %, 6119 MiB
1, 38 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 63 %, 28 %, 6119 MiB
1, 73 %, 37 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 46 %, 21 %, 6119 MiB
1, 39 %, 22 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 41 %, 20 %, 6119 MiB
1, 41 %, 16 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 65 %, 30 %, 6119 MiB
1, 82 %, 42 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 45 %, 22 %, 6119 MiB
1, 29 %, 15 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 36 %, 15 %, 6119 MiB
1, 43 %, 17 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 79 %, 40 %, 6119 MiB
1, 44 %, 17 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 35 %, 20 %, 6119 MiB
1, 54 %, 29 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 38 %, 15 %, 6119 MiB
1, 24 %, 15 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 68 %, 32 %, 6119 MiB
1, 39 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 46 %, 19 %, 6119 MiB
1, 77 %, 40 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 38 %, 21 %, 6119 MiB
1, 42 %, 24 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 68 %, 32 %, 6119 MiB
1, 38 %, 19 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 46 %, 18 %, 6119 MiB
1, 72 %, 36 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 38 %, 20 %, 6119 MiB
1, 39 %, 22 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 70 %, 33 %, 6119 MiB
1, 41 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 47 %, 19 %, 6119 MiB
1, 66 %, 32 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 39 %, 21 %, 6119 MiB
1, 42 %, 23 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 65 %, 31 %, 6119 MiB
1, 40 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 49 %, 20 %, 6119 MiB
1, 64 %, 30 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 38 %, 21 %, 6119 MiB
1, 38 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 83 %, 42 %, 6119 MiB
1, 39 %, 18 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 15 %, 6119 MiB
1, 79 %, 40 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 33 %, 19 %, 6119 MiB
1, 58 %, 31 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 29 %, 17 %, 6119 MiB
1, 35 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 47 %, 19 %, 6119 MiB
1, 56 %, 25 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 74 %, 38 %, 6119 MiB
1, 50 %, 23 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 31 %, 18 %, 6119 MiB
1, 36 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 50 %, 20 %, 6119 MiB
1, 68 %, 32 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 84 %, 42 %, 6119 MiB
1, 74 %, 37 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 28 %, 16 %, 6119 MiB
1, 35 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 50 %, 20 %, 6119 MiB
1, 62 %, 29 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 61 %, 32 %, 6119 MiB
1, 44 %, 25 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 38 %, 21 %, 6119 MiB
1, 32 %, 13 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 80 %, 40 %, 6119 MiB
1, 74 %, 38 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 8 %, 1 %, 6119 MiB
1, 20 %, 14 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 38 %, 20 %, 6119 MiB
1, 36 %, 14 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 87 %, 41 %, 6119 MiB
1, 67 %, 36 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 33 %, 16 %, 6119 MiB
1, 33 %, 19 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 46 %, 18 %, 6119 MiB
1, 61 %, 28 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 61 %, 29 %, 6119 MiB
1, 42 %, 23 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 37 %, 20 %, 6119 MiB
1, 38 %, 18 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 47 %, 19 %, 6119 MiB
1, 66 %, 31 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 54 %, 26 %, 6119 MiB
1, 42 %, 24 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 40 %, 21 %, 6119 MiB
1, 36 %, 13 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 85 %, 41 %, 6119 MiB
1, 60 %, 32 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 33 %, 19 %, 6119 MiB
1, 38 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 65 %, 30 %, 6119 MiB
1, 83 %, 41 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 16 %, 6119 MiB
1, 6 %, 0 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 20 %, 6119 MiB
1, 39 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 62 %, 28 %, 6119 MiB
1, 84 %, 41 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 46 %, 22 %, 6119 MiB
1, 28 %, 16 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 37 %, 16 %, 6119 MiB
1, 45 %, 18 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 80 %, 40 %, 6119 MiB
1, 51 %, 27 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 20 %, 6119 MiB
1, 40 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 37 %, 14 %, 6119 MiB
1, 59 %, 27 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 73 %, 34 %, 6119 MiB
1, 43 %, 23 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 20 %, 6119 MiB
1, 41 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 59 %, 26 %, 6119 MiB
1, 78 %, 40 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 52 %, 22 %, 6119 MiB
1, 39 %, 22 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 37 %, 20 %, 6119 MiB
1, 34 %, 16 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 35 %, 12 %, 6119 MiB
1, 49 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 84 %, 38 %, 6119 MiB
1, 54 %, 29 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 30 %, 17 %, 6119 MiB
1, 36 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 45 %, 18 %, 6119 MiB
1, 55 %, 25 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 76 %, 34 %, 6119 MiB
1, 45 %, 25 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 30 %, 18 %, 6119 MiB
1, 37 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 47 %, 19 %, 6119 MiB
1, 62 %, 29 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 93 %, 41 %, 6119 MiB
1, 71 %, 38 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 38 %, 15 %, 6119 MiB
1, 31 %, 18 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 47 %, 19 %, 6119 MiB
1, 65 %, 30 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 54 %, 28 %, 6119 MiB
1, 41 %, 23 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 41 %, 21 %, 6119 MiB
1, 41 %, 15 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 84 %, 41 %, 6119 MiB
1, 56 %, 30 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 20 %, 13 %, 6119 MiB
1, 28 %, 17 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 46 %, 18 %, 6119 MiB
1, 64 %, 30 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 51 %, 27 %, 6119 MiB
1, 36 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 41 %, 21 %, 6119 MiB
1, 48 %, 19 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 87 %, 42 %, 6119 MiB
1, 52 %, 28 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 33 %, 19 %, 6119 MiB
1, 41 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 59 %, 26 %, 6119 MiB
1, 83 %, 41 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 74 %, 38 %, 6119 MiB
1, 43 %, 23 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 35 %, 20 %, 6119 MiB
1, 40 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 67 %, 32 %, 6119 MiB
1, 86 %, 40 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 43 %, 23 %, 6119 MiB
1, 29 %, 17 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 37 %, 16 %, 6119 MiB
1, 50 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 79 %, 39 %, 6119 MiB
1, 50 %, 26 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 46 %, 20 %, 6119 MiB
1, 81 %, 41 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 37 %, 14 %, 6119 MiB
1, 29 %, 17 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 79 %, 39 %, 6119 MiB
1, 54 %, 23 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 33 %, 19 %, 6119 MiB
1, 49 %, 26 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 55 %, 24 %, 6119 MiB
1, 37 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 48 %, 25 %, 6119 MiB
1, 75 %, 37 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 33 %, 19 %, 6119 MiB
1, 24 %, 12 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 55 %, 24 %, 6119 MiB
1, 36 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 67 %, 30 %, 6119 MiB
1, 57 %, 26 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 19 %, 6119 MiB
1, 46 %, 25 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 60 %, 27 %, 6119 MiB
1, 38 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 59 %, 26 %, 6119 MiB
1, 67 %, 33 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 36 %, 20 %, 6119 MiB
1, 42 %, 24 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 40 %, 21 %, 6119 MiB
1, 22 %, 14 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 67 %, 32 %, 6119 MiB
1, 32 %, 13 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 49 %, 24 %, 6119 MiB
1, 79 %, 41 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 36 %, 20 %, 6119 MiB
1, 41 %, 23 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 63 %, 28 %, 6119 MiB
1, 40 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 58 %, 29 %, 6119 MiB
1, 66 %, 32 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 20 %, 6119 MiB
1, 41 %, 22 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 40 %, 19 %, 6119 MiB
1, 28 %, 16 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 77 %, 39 %, 6119 MiB
1, 31 %, 12 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 43 %, 19 %, 6119 MiB
1, 79 %, 41 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 36 %, 20 %, 6119 MiB
1, 37 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 53 %, 23 %, 6119 MiB
1, 38 %, 21 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 63 %, 32 %, 6119 MiB
1, 61 %, 28 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 14 %, 10 %, 6119 MiB
1, 38 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 40 %, 19 %, 6119 MiB
1, 28 %, 16 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 87 %, 41 %, 6119 MiB
1, 40 %, 15 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 33 %, 16 %, 6119 MiB
1, 71 %, 38 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 40 %, 15 %, 6119 MiB
1, 34 %, 20 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 84 %, 40 %, 6119 MiB
1, 44 %, 18 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 90 %, 41 %, 6119 MiB
1, 68 %, 36 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 45 %, 22 %, 6119 MiB
1, 28 %, 16 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 35 %, 20 %, 6119 MiB
1, 36 %, 17 %, 6059 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 12 %, 2 %, 6137 MiB
1, 27 %, 10 %, 6079 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 6137 MiB
1, 0 %, 0 %, 6079 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 6137 MiB
1, 0 %, 0 %, 6079 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 6137 MiB
1, 0 %, 0 %, 6079 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 76 %, 16207 MiB
1, 100 %, 78 %, 15861 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 16207 MiB
1, 0 %, 0 %, 15861 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 66 %, 16207 MiB
1, 90 %, 56 %, 15861 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 16207 MiB
1, 0 %, 0 %, 15861 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 75 %, 16207 MiB
1, 100 %, 73 %, 15861 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 16207 MiB
1, 0 %, 0 %, 15861 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 73 %, 51 %, 16207 MiB
1, 100 %, 75 %, 15861 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 16207 MiB
1, 0 %, 0 %, 15861 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 41 %, 1 %, 16207 MiB
1, 2 %, 1 %, 15861 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 52 %, 31 %, 16207 MiB
1, 10 %, 6 %, 15861 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 16207 MiB
1, 0 %, 0 %, 15861 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 67 %, 16207 MiB
1, 99 %, 63 %, 15861 MiB
2, 0 %, 0 %, 0 MiB
