procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 98539760 106388 32092464    0    0     0     3    1    1  0  0 100  0  0
 1  0      0 98367832 106388 32092472    0    0     0     4 1306 1410  2  0 97  0  0
 1  0      0 98321968 106388 32092472    0    0     0     0  885 1297  2  0 98  0  0
 1  0      0 98269312 106388 32092472    0    0     0   200  993 1348  2  0 98  0  0
 1  0      0 98241944 106388 32092496    0    0     0    16  419  309  2  0 98  0  0
 1  0      0 98088192 106388 32092496    0    0     0     0  397  284  1  1 98  0  0
111  0      0 97824016 106388 32100688    0    0     0     0  807  305  1  1 98  0  0
 2  0      0 97264728 106388 32446088    0    0     0     0 1379 1179  3  1 96  0  0
 1  0      0 97108368 106388 32501984    0    0     0   124  995  653  2  1 97  0  0
 2  0      0 97103480 106388 32502340    0    0     0     0  870  867  2  1 98  0  0
 1  0      0 97049800 106388 32555736    0    0     0     0  819  609  2  1 97  0  0
 1  0      0 97041416 106388 32563236    0    0     0     0  735  726  2  1 98  0  0
 1  0      0 97060912 106388 32543716    0    0     0     0  804  729  2  1 98  0  0
 1  0      0 97102784 106388 32502292    0    0     0     0  866  832  2  1 97  0  0
 1  0      0 97102128 106388 32502300    0    0     0    12  821  717  2  1 98  0  0
 2  0      0 97102112 106388 32502500    0    0     0     0  806  698  2  1 97  0  0
 1  0      0 97047872 106388 32555928    0    0     0     0  732  589  2  1 98  0  0
 1  0      0 97102448 106388 32502172    0    0     0   272  879  921  2  1 98  0  0
 1  0      0 97102288 106388 32502156    0    0     0     0  888  701  2  1 97  0  0
 1  0      0 97102304 106388 32502076    0    0     0    20  745  703  2  1 98  0  0
 2  0      0 97102416 106388 32501800    0    0     0     0  855  703  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 97075792 106388 32528384    0    0     0     0  819  836  2  1 98  0  0
 1  0      0 97082704 106388 32521852    0    0     0     0  825  727  2  1 98  0  0
 1  0      0 97052560 106388 32551432    0    0     0     0  791  725  2  1 97  0  0
 1  0      0 97026952 106388 32576904    0    0     0    12  830  741  2  1 98  0  0
 2  0      0 97026048 106388 32577456    0    0     0     8  908  889  2  1 97  0  0
 2  0      0 97025928 106388 32577452    0    0     0     0 1022  717  2  1 98  0  0
 2  0      0 97026016 106388 32577408    0    0     0     8 1016  786  2  1 98  0  0
 1  0      0 97038208 106388 32564916    0    0     0     0  786  592  2  1 97  0  0
 2  0      0 97026216 106388 32577424    0    0     0   240  882  953  2  1 98  0  0
 2  0      0 97104112 106388 32502212    0    0     0    56  895  735  2  1 97  0  0
 2  0      0 97104208 106388 32502208    0    0     0     0  793  721  2  1 98  0  0
 1  0      0 97104544 106388 32502212    0    0     0     0  873  712  2  1 98  0  0
 2  0      0 97030144 106388 32577428    0    0     0     0  821  857  2  0 97  0  0
 2  0      0 97032256 106388 32577380    0    0     0    48  833  794  2  1 98  0  0
 1  0      0 97060336 106388 32548832    0    0     0     0  724  576  2  0 97  0  0
 1  0      0 97051872 106388 32557128    0    0     0    16  796  731  2  1 98  0  0
 1  0      0 97045424 106388 32562936    0    0     0     0  814  819  2  1 98  0  0
 1  0      0 97092640 106388 32516376    0    0     0     0  859  736  2  1 97  0  0
 1  0      0 97069808 106388 32539140    0    0     0    36  710  707  2  1 98  0  0
 2  0      0 97043152 106388 32561840    0    0     0     0  899  716  2  1 97  0  0
 1  0      0 97027880 106388 32577456    0    0     0     0  863  962  2  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 97055944 106388 32549448    0    0     0     0  774  644  2  1 98  0  0
 1  0      0 97036400 106388 32572008    0    0     0     0  830  794  2  1 97  0  0
 2  0      0 97030704 106388 32577320    0    0     0    12  905  868  2  1 97  0  0
 1  0      0 97064304 106388 32543368    0    0     0     0  763  791  2  1 97  0  0
 1  0      0 97105224 106388 32502296    0    0     0     0  834  701  2  1 98  0  0
 1  0      0 97105312 106388 32502128    0    0     0     0  774  691  2  1 98  0  0
 2  0      0 97104048 106388 32502300    0    0     0     0  899  709  2  1 97  0  0
 2  0      0 97026032 106388 32577496    0    0     0    12  818  796  2  1 98  0  0
 2  0      0 97083488 106388 32521740    0    0     0     0  794  703  2  1 98  0  0
 2  0      0 97101600 106388 32502008    0    0     0     0  851  755  2  1 97  0  0
 2  0      0 97101600 106388 32502084    0    0     0     0  821  743  2  1 98  0  0
 2  0      0 97026432 106388 32577580    0    0     0     0  883  875  2  1 97  0  0
 2  0      0 97030256 106388 32575340    0    0     0    12  775  720  2  1 98  0  0
 2  0      0 97103424 106388 32502252    0    0     0     0  806  783  2  1 97  0  0
 1  0      0 97103120 106388 32502348    0    0     0     0  980  850  2  1 97  0  0
 1  0      0 97102976 106388 32502156    0    0     0     0  848  903  2  1 97  0  0
 1  0      0 97101856 106388 32502384    0    0     0   224  963  854  2  1 97  0  0
 1  0      0 97103352 106388 32502080    0    0     0    44  798  789  2  1 97  0  0
