procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 102780560 100360 27940648    0    0     2     3    0    0  0  0 100  0  0
 1  0      0 102607400 100360 27940656    0    0     0     0  932  321  3  0 97  0  0
 1  0      0 102561040 100360 27940656    0    0     0     8  475  268  2  0 98  0  0
 1  0      0 102507136 100360 27940656    0    0     0     0  419  316  2  0 98  0  0
 1  0      0 102460240 100360 27940712    0    0     0     0  615  482  2  0 98  0  0
 1  0      0 102126920 100360 27940712    0    0     0   124  340  253  1  0 98  0  0
 1  0      0 101926840 100360 27948948    0    0     0     0 2194  948  2  1 97  0  0
 1  0      0 101229840 100360 28249316    0    0     0     0 6692 10351  1  1 97  0  0
 3  0      0 100920072 100360 28261832    0    0     0     0 1672 2273  2  1 97  0  0
 2  0      0 100920336 100360 28249972    0    0     0     0  975 2240  3  0 97  0  0
 2  0      0 100919728 100360 28250008    0    0     0    44 1223 3997  3  0 96  0  0
 2  0      0 100921320 100360 28249608    0    0     0     8  974 3743  3  0 97  0  0
 2  0      0 100919840 100360 28249908    0    0     0   268 1252 3497  3  0 97  0  0
 2  0      0 100922208 100360 28249480    0    0     0     0  933 2182  3  0 97  0  0
 2  0      0 100919984 100360 28249940    0    0     0     0 1069 2482  3  0 97  0  0
 3  0      0 100883544 100364 28287604    0    0     0    44 1034 3587  3  0 96  0  0
 2  0      0 100921256 100364 28249988    0    0     0     0 1239 4474  3  0 96  0  0
 3  0      0 100883424 100364 28287192    0    0     0     0  987 3539  3  0 97  0  0
 2  0      0 100920640 100364 28250020    0    0     0     0 1148 3793  3  0 96  0  0
 2  0      0 100918912 100364 28249592    0    0     0   196 1040 3251  3  0 97  0  0
 2  0      0 100920016 100368 28250052    0    0     0    12 1177 3689  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 100917536 100368 28249464    0    0     0     4  967 4075  3  0 97  0  0
 2  0      0 100918656 100368 28249924    0    0     0     0 1039 2412  3  0 97  0  0
 2  0      0 100900032 100368 28266880    0    0     0     0 1090 3452  3  0 97  0  0
 3  0      0 100902912 100368 28265444    0    0     0     0 1234 4176  3  0 97  0  0
 1  0      0 100917952 100372 28249988    0    0     0    12 1045 4043  3  0 96  0  0
 2  0      0 100916176 100372 28250372    0    0     0     0 1083 2572  3  0 97  0  0
 2  0      0 100917520 100372 28249604    0    0     0     8  986 2860  3  0 97  0  0
 2  0      0 100915568 100372 28250068    0    0     0     0 1288 3507  3  0 96  0  0
 2  0      0 100914336 100372 28250244    0    0     0     0  958 2409  3  0 97  0  0
 1  0      0 100877016 100376 28287960    0    0     0    12 1088 2694  3  0 97  0  0
 2  0      0 100912800 100376 28250692    0    0     0     0 1041 3923  3  0 96  0  0
 1  0      0 100913304 100376 28250324    0    0     0    76 1267 3185  3  0 97  0  0
 2  0      0 100913264 100376 28250324    0    0     0     0 1162 3403  3  0 97  0  0
 2  0      0 100916336 100376 28250180    0    0     0     0 1179 2170  3  0 97  0  0
 2  0      0 100914536 100376 28250180    0    0     0    52 1147 3417  3  0 96  0  0
 2  0      0 100912528 100376 28250628    0    0     0     0 1246 2981  3  0 96  0  0
