index, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
3, 0 %, 0 %, 0 MiB
0, 73 %, 35 %, 5147 MiB
1, 48 %, 25 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 61 %, 32 %, 5147 MiB
1, 51 %, 25 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 73 %, 35 %, 5147 MiB
1, 35 %, 19 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 75 %, 35 %, 5147 MiB
1, 44 %, 23 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 71 %, 34 %, 5147 MiB
1, 49 %, 24 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 60 %, 30 %, 5147 MiB
1, 55 %, 27 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 57 %, 32 %, 5147 MiB
1, 72 %, 37 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 39 %, 18 %, 5147 MiB
1, 67 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 32 %, 18 %, 5147 MiB
1, 57 %, 31 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 35 %, 19 %, 5147 MiB
1, 54 %, 32 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 60 %, 32 %, 5147 MiB
1, 46 %, 27 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 66 %, 34 %, 5147 MiB
1, 70 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 72 %, 36 %, 5147 MiB
1, 66 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 59 %, 31 %, 5147 MiB
1, 51 %, 30 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 42 %, 23 %, 5147 MiB
1, 32 %, 18 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 32 %, 18 %, 5147 MiB
1, 53 %, 27 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 51 %, 26 %, 5147 MiB
1, 64 %, 33 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 68 %, 36 %, 5147 MiB
1, 71 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 64 %, 33 %, 5147 MiB
1, 56 %, 33 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 48 %, 25 %, 5147 MiB
1, 31 %, 18 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 58 %, 30 %, 5147 MiB
1, 39 %, 22 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 32 %, 18 %, 5147 MiB
1, 40 %, 21 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 54 %, 28 %, 5147 MiB
1, 59 %, 29 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 68 %, 35 %, 5147 MiB
1, 68 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 68 %, 35 %, 5147 MiB
1, 56 %, 33 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 50 %, 28 %, 5147 MiB
1, 31 %, 18 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 32 %, 18 %, 5147 MiB
1, 54 %, 28 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 55 %, 28 %, 5147 MiB
1, 72 %, 37 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 55 %, 28 %, 5147 MiB
1, 69 %, 36 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 72 %, 37 %, 5147 MiB
1, 66 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 71 %, 35 %, 5147 MiB
1, 57 %, 33 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 60 %, 33 %, 5147 MiB
1, 43 %, 25 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 34 %, 18 %, 5147 MiB
1, 35 %, 19 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 52 %, 27 %, 5147 MiB
1, 57 %, 29 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 69 %, 36 %, 5147 MiB
1, 68 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 64 %, 34 %, 5147 MiB
1, 55 %, 33 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 41 %, 23 %, 5147 MiB
1, 28 %, 16 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 31 %, 18 %, 5147 MiB
1, 45 %, 23 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 54 %, 27 %, 5147 MiB
1, 65 %, 34 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 72 %, 36 %, 5147 MiB
1, 65 %, 34 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 61 %, 34 %, 5147 MiB
1, 45 %, 26 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 33 %, 18 %, 5147 MiB
1, 36 %, 19 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 54 %, 27 %, 5147 MiB
1, 54 %, 26 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 71 %, 37 %, 5147 MiB
1, 68 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 62 %, 33 %, 5147 MiB
1, 53 %, 31 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 68 %, 35 %, 5147 MiB
1, 57 %, 31 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 61 %, 35 %, 5147 MiB
1, 43 %, 25 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 33 %, 18 %, 5147 MiB
1, 43 %, 22 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 55 %, 28 %, 5147 MiB
1, 66 %, 34 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 73 %, 37 %, 5147 MiB
1, 64 %, 34 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 60 %, 32 %, 5147 MiB
1, 46 %, 27 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 39 %, 21 %, 5147 MiB
1, 35 %, 19 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 46 %, 24 %, 5147 MiB
1, 58 %, 29 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 47 %, 24 %, 5147 MiB
1, 60 %, 30 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 68 %, 35 %, 5147 MiB
1, 68 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 61 %, 32 %, 5147 MiB
1, 54 %, 32 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 44 %, 23 %, 5147 MiB
1, 32 %, 18 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 43 %, 22 %, 5147 MiB
1, 55 %, 27 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 66 %, 34 %, 5147 MiB
1, 68 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 68 %, 35 %, 5147 MiB
1, 57 %, 34 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 49 %, 27 %, 5147 MiB
1, 31 %, 18 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 35 %, 19 %, 5147 MiB
1, 56 %, 29 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 53 %, 27 %, 5147 MiB
1, 57 %, 28 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 72 %, 37 %, 5147 MiB
1, 67 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 61 %, 32 %, 5147 MiB
1, 54 %, 32 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 41 %, 22 %, 5147 MiB
1, 31 %, 18 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 46 %, 24 %, 5147 MiB
1, 56 %, 28 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 64 %, 32 %, 5147 MiB
1, 69 %, 35 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 70 %, 35 %, 5147 MiB
1, 57 %, 33 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 56 %, 32 %, 5147 MiB
1, 33 %, 18 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 16 %, 11 %, 5147 MiB
1, 28 %, 17 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 32 %, 18 %, 5147 MiB
1, 47 %, 24 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 55 %, 28 %, 5147 MiB
1, 65 %, 34 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 72 %, 36 %, 5147 MiB
1, 63 %, 34 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 60 %, 32 %, 5147 MiB
1, 45 %, 27 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 55 %, 31 %, 5147 MiB
1, 29 %, 16 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 36 %, 18 %, 5147 MiB
1, 41 %, 21 %, 5107 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 5175 MiB
1, 0 %, 0 %, 5137 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 5175 MiB
1, 0 %, 0 %, 5137 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 5175 MiB
1, 0 %, 0 %, 5137 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 1 %, 0 %, 5177 MiB
1, 0 %, 0 %, 5139 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 92 %, 60 %, 15245 MiB
1, 99 %, 71 %, 14919 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 73 %, 15245 MiB
1, 92 %, 66 %, 14919 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 15245 MiB
1, 0 %, 0 %, 14919 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 14 %, 0 %, 15245 MiB
1, 0 %, 0 %, 14919 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 15245 MiB
1, 40 %, 23 %, 14919 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 15245 MiB
1, 0 %, 0 %, 14919 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 67 %, 15245 MiB
1, 100 %, 71 %, 14919 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 15245 MiB
1, 0 %, 0 %, 14919 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 69 %, 15245 MiB
1, 100 %, 75 %, 14919 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 15245 MiB
1, 0 %, 0 %, 14919 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 75 %, 15245 MiB
1, 100 %, 73 %, 14919 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 15245 MiB
1, 0 %, 0 %, 14919 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 74 %, 15245 MiB
1, 100 %, 75 %, 14919 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 15245 MiB
1, 0 %, 0 %, 14919 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 100 %, 74 %, 15245 MiB
1, 67 %, 45 %, 14919 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 15245 MiB
1, 0 %, 0 %, 14919 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 72 %, 37 %, 15245 MiB
1, 74 %, 51 %, 14919 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 0 %, 0 %, 15245 MiB
1, 0 %, 0 %, 14919 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 13 %, 0 %, 15245 MiB
1, 0 %, 0 %, 14919 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
0, 35 %, 19 %, 15245 MiB
1, 16 %, 10 %, 14919 MiB
2, 0 %, 0 %, 0 MiB
3, 0 %, 0 %, 0 MiB
