procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 105371072 100208 25361524    0    0     2     3    0    0  0  0 100  0  0
 1  0      0 105200120 100208 25361532    0    0     0     0 1429  380  5  0 95  0  0
 1  0      0 105150752 100208 25361532    0    0     0     4  558  395  2  0 98  0  0
 1  0      0 105011488 100208 25361600    0    0     0    12  934  661  1  0 98  0  0
 1  0      0 104962096 100208 25361392    0    0     0     0  499  368  2  0 98  0  0
 2  0      0 104828088 100208 25361400    0    0     0     0  688  338  2  0 97  0  0
 2  0      0 104657488 100212 25361400    0    0     0   108 1642  606  6  0 93  0  0
 2  0      0 104507808 100212 25361404    0    0     0     0 1460  464  7  0 93  0  0
 2  0      0 104417440 100212 25361408    0    0     0     4  997  445  3  0 97  0  0
 2  0      0 104362656 100212 25361436    0    0     0     8 1155  427  3  0 96  0  0
 1  0      0 104281608 100212 25361332    0    0     0     0  973  696  2  0 98  0  0
 2  0      0 104120080 100212 25361340    0    0     0   120 1566  541  6  0 93  0  0
 5  0      0 103658672 100212 25361340    0    0     0     0 2203 3778  6  1 93  0  0
 5  0      0 103260848 100212 25361340    0    0     0     0 2287 1057 12  1 88  0  0
 5  0      0 103112496 100212 25361344    0    0     0     0 1892  500  8  1 91  0  0
 5  0      0 102889504 100216 25361368    0    0     0    16 2229 1997  8  1 91  0  0
 4  0      0 102652000 100256 25361172    0    0     4   148 2176 1276  7  1 93  0  0
 8  0      0 102228160 100272 25360968    0    0     0     0 2354 2991  8  1 91  0  0
 7  0      0 101419808 100320 25361880    0    0  1392     0 4616 1448 12  2 85  0  0
 5  3      0 100641320 100332 25733620    0    0 346152     0 3862 3010  9  3 87  1  0
 0  4      0 100132920 100348 26069552    0    0 335952     0 3535 5557  7  4 86  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0      0 99615400 100348 26394348    0    0 323684   192 2887 6272  6  3 86  5  0
 0  4      0 99175856 100348 26721716    0    0 327944     4 3784 6274  5  4 87  5  0
 0  4      0 98729728 100348 27074080    0    0 350252   168 1492 3668  0  3 93  4  0
 4  0      0 98479480 100348 27411564    0    0 336872     0 1970 5363  0  2 93  5  0
 0  4      0 98146096 100348 27739788    0    0 327520     0 1624 4013  0  2 93  5  0
47  0      0 96514328 100352 27961908    0    0 221608   320 2392 4727  2  4 91  3  0
20  0      0 91297952 100352 27961908    0    0     0     4 5953 5857 22  6 72  0  0
36  0      0 86030640 100352 27961908    0    0     0     0 5236 5887 22  6 72  0  0
41  0      0 80897728 100352 27962196    0    0     0     8 5161 5942 21  6 73  0  0
 4  0      0 78132160 100352 27962200    0    0     4     0 4518 5466 16  7 77  0  0
 4  0      0 83905704 100356 27969948    0    0     0    48 5805 1466  5  2 93  0  0
 4  0      0 92197680 100356 27996076    0    0  3116     0 1511  867  6  1 93  0  0
 4  0      0 92554704 100356 28004328    0    0     0    72 1522  484  7  0 93  0  0
 4  0      0 92552016 100356 28004328    0    0     0     8 1773 1616  7  0 93  0  0
 4  0      0 92551296 100356 28004328    0    0     0     0 1494  712  7  0 93  0  0
 4  0      0 92551304 100356 28004328    0    0     0    56 1602  456  7  0 93  0  0
 3  0      0 100358272 100356 27942348    0    0     0     0 4678 2028  5  3 92  0  0
 0  0      0 101318112 100356 27940708    0    0     0    12 1214  672  1  0 98  0  0
 1  0      0 101339640 100356 27940712    0    0     0     0  462  271  1  0 99  0  0
