procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 115342768  93448 14211596    0    0     0   268  931  790  2  1 97  0  0
 2  0      0 115293872  93448 14261436    0    0     0     0  678  689  2  1 98  0  0
 2  0      0 115293960  93448 14261448    0    0     0     0  851  765  2  1 98  0  0
 1  0      0 115328592  93452 14227080    0    0     0    44  693  614  2  1 97  0  0
 1  0      0 115369504  93452 14186204    0    0     0     0  755  704  2  1 98  0  0
 2  0      0 115369360  93452 14186068    0    0     0     0  693  688  2  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 115364968  93452 14190784    0    0     0     0  870  750  2  1 97  0  0
 2  0      0 115292936  93452 14261808    0    0     0     0  715  712  2  1 98  0  0
 3  0      0 115351504  93452 14203240    0    0     0    68  774  605  2  1 97  0  0
 1  0      0 115368784  93452 14186200    0    0     0     0 1192  907  2  1 98  0  0
 1  0      0 115368640  93452 14186060    0    0     0     0  773  813  2  1 98  0  0
 2  0      0 115368432  93452 14186432    0    0     0     0  826  728  2  1 97  0  0
 2  0      0 115293760  93452 14261804    0    0     0   180  757  680  2  0 98  0  0
 2  0      0 115293376  93452 14261668    0    0     0    36  825  645  2  1 97  0  0
 1  0      0 115358480  93452 14196604    0    0     0     0  719  783  2  0 98  0  0
 1  0      0 115367600  93452 14186188    0    0     0     0  834  737  2  1 98  0  0
 1  0      0 115367256  93452 14186692    0    0     0     0  774  707  2  1 97  0  0
 2  0      0 115306128  93452 14249904    0    0     0     0  828  688  2  1 98  0  0
 1  0      0 115308848  93460 14244544    0    0     0    56  700  679  2  1 98  0  0
 1  0      0 115367600  93460 14186120    0    0     0     0  891  735  2  1 97  0  0
 1  0      0 115368128  93460 14187084    0    0     0     0  715  754  2  1 98  0  0
 2  0      0 115317360  93460 14238796    0    0     0     0  818  677  2  1 97  0  0
 1  0      0 115295072  93460 14259324    0    0     0    64  801  773  2  1 98  0  0
 1  0      0 115351040  93460 14203872    0    0     0    12  854  778  2  1 98  0  0
 1  0      0 115367608  93460 14186724    0    0     0     0  805  712  2  1 97  0  0
 1  0      0 115367712  93460 14186612    0    0     0     0  790  674  2  1 98  0  0
 2  0      0 115352688  93460 14203384    0    0     0     0  716  762  2  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 115291808  93460 14261732    0    0     0     0  816  698  2  1 97  0  0
 1  0      0 115346240  93460 14208604    0    0     0    12  651  603  2  1 98  0  0
 1  0      0 115367352  93460 14186708    0    0     0     0  849  714  2  1 97  0  0
 1  0      0 115366288  93460 14186812    0    0     0     8  773  793  2  1 98  0  0
 2  0      0 115292048  93460 14261812    0    0     0     0  737  695  2  1 98  0  0
 1  0      0 115313592  93460 14239464    0    0     0     0  744  616  2  1 97  0  0
 1  0      0 115367280  93460 14187288    0    0     0    20  808  718  2  1 98  0  0
 2  0      0 115370480  93460 14186160    0    0     0     0  766  774  2  1 98  0  0
 2  0      0 115292648  93464 14261608    0    0     0    92 2015 2585  2  1 97  0  0
 1  0      0 115326512  93464 14227408    0    0     0     0 1411 2161  2  1 98  0  0
 1  0      0 115367936  93464 14186108    0    0     0     0 1394 1723  2  1 97  0  0
 1  0      0 115368296  93464 14186164    0    0     0   176 1314 1824  2  1 98  0  0
 2  0      0 115370800  93464 14186696    0    0     0   136 1312 1768  2  1 98  0  0
 2  0      0 115295408  93464 14261344    0    0     0     0  812  734  2  1 97  0  0
 2  0      0 115295256  93464 14261432    0    0     0     0  823  737  2  1 98  0  0
 2  0      0 115296872  93464 14261488    0    0     0     0  828  804  2  1 97  0  0
 2  0      0 115293136  93464 14261784    0    0     0     0  786  711  2  1 98  0  0
 2  0      0 115367744  93464 14186768    0    0     0    28  743  712  2  1 98  0  0
 2  0      0 115366832  93464 14186580    0    0     0    48  909  792  2  1 97  0  0
 1  0      0 115367040  93464 14186284    0    0     0     0  777  776  2  1 98  0  0
 1  0      0 115367392  93464 14186184    0    0     0     0  872  729  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 115367472  93464 14186640    0    0     0     0  731  757  2  1 98  0  0
 2  0      0 115367400  93464 14186840    0    0     0     0  827  778  2  1 98  0  0
 2  0      0 115367872  93464 14186580    0    0     0    48  830  821  2  1 97  0  0
 2  0      0 115292200  93464 14261728    0    0     0     0  764  725  2  1 98  0  0
 2  0      0 115338168  93464 14216228    0    0     0     0  710  610  2  1 97  0  0
 1  0      0 115367760  93464 14186704    0    0     0     0  795  732  2  1 98  0  0
 1  0      0 115367368  93464 14186704    0    0     0     0  796  858  2  1 98  0  0
 2  0      0 115292336  93464 14261732    0    0     0    28  829  698  2  1 97  0  0
 1  0      0 115301328  93464 14255460    0    0     0    88 1051  743  2  1 98  0  0
 1  0      0 115354352  93464 14204488    0    0     0     0  812  734  2  1 98  0  0
 1  0      0 115371432  93464 14187096    0    0     0     0 1055  862  2  1 97  0  0
 1  0      0 115373408  93464 14186076    0    0     0     0  814  696  2  1 98  0  0
 1  0      0 115372160  93464 14186660    0    0     0    44  818  758  2  1 97  0  0
 1  0      0 115372856  93464 14186084    0    0     0    80  841  831  2  1 98  0  0
 1  0      0 115368608  93464 14186088    0    0     0     0 1498 1877  2  1 98  0  0
 2  0      0 115346816  93464 14208228    0    0     0   240 1549 1766  2  1 97  0  0
 2  0      0 115304528  93464 14254004    0    0     0     0 1210 1686  2  1 98  0  0
 2  0      0 115371576  93464 14187208    0    0     0    32 1356 1753  2  1 97  0  0
 1  0      0 115367904  93468 14186592    0    0     0   156 1356 1947  2  1 97  0  0
 2  0      0 115367632  93468 14186484    0    0     0    40  841  698  2  1 98  0  0
 2  0      0 115291968  93468 14261800    0    0     0     0  799  601  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 115356080  93468 14197092    0    0     0     0  761  740  2  1 98  0  0
 1  0      0 115366752  93468 14186632    0    0     0     0  774  826  2  1 98  0  0
 1  0      0 115368640  93472 14186640    0    0     0    56  891  856  2  1 97  0  0
 1  0      0 115368992  93472 14186092    0    0     0     0  763  746  2  1 98  0  0
 1  0      0 115359488  93472 14252228    0    0     0     0  833  773  1  1 98  0  0
 1  0      0 114876400  93472 14252248    0    0     0   180  490  316  1  0 98  0  0
 1  0      0 114164296  93472 14651076    0    0     0     0  423  166  1  1 98  0  0
 2  0      0 113531872  93472 15379840    0    0     0     0 1186  342  2  2 97  0  0
 1  0      0 113097672  93480 15592924    0    0     0   160  746  318  2  1 97  0  0
 3  0      0 113504256  93480 15304184    0    0     0     0 1063  442  2  1 97  0  0
 1  0      0 113280240  93480 15408040    0    0     0     0  485  222  2  0 98  0  0
 2  0      0 113504800  93480 15304176    0    0     0     0  823  304  1  1 97  0  0
 1  0      0 113445016  93480 15303496    0    0     0     0  606  260  2  0 97  0  0
 2  0      0 113453968  93480 15351680    0    0     0    28  861  426  1  1 98  0  0
 1  0      0 113504624  93480 15303496    0    0     0     0  750  309  2  0 97  0  0
 2  0      0 112913904  93480 15892752    0    0     0     0  689  244  1  1 98  0  0
 1  0      0 113502768  93480 15303496    0    0     0     0  696  251  3  0 97  0  0
 1  0      0 112810336  93480 15875360    0    0     0    80  428  290  1  1 98  0  0
 1  0      0 113505504  93488 15303544    0    0     0    52 1119  425  3  1 97  0  0
 1  0      0 112810560  93488 15877912    0    0     0     0  361  174  1  1 98  0  0
 1  0      0 113502624  93488 15303580    0    0     0     0 1141  413  3  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 112996880  93488 15688976    0    0     0     0  428  283  1  1 98  0  0
 2  0      0 113503872  93488 15304140    0    0     0     0 1091  376  3  1 97  0  0
 1  0      0 113156344  93496 15475228    0    0     0    16  405  243  1  0 98  0  0
 2  0      0 113444768  93496 15303540    0    0     0     0 1023  308  2  1 97  0  0
 1  0      0 113192784  93496 15436848    0    0     0     0  484  340  2  0 98  0  0
 1  0      0 113442672  93496 15303392    0    0     0     0  472  267  1  1 98  0  0
 1  0      0 114156248  93496 15302996    0    0     0    12  880  703  2  1 97  0  0
 2  0      0 114080480  93504 15378252    0    0     0   124  804  653  2  1 98  0  0
 2  0      0 114144088  93504 15314608    0    0     0     0  740  722  2  1 98  0  0
 1  0      0 114154776  93504 15302840    0    0     0     0  886  729  2  1 97  0  0
 2  0      0 114136096  93504 15321608    0    0     0    80  724  707  2  1 98  0  0
 1  0      0 114117664  93504 15338968    0    0     0     0  729  574  2  1 98  0  0
 1  0      0 114153808  93508 15302836    0    0     0    28  828  878  2  1 97  0  0
 1  0      0 114154064  93508 15303216    0    0     0     0  751  698  2  1 98  0  0
 1  0      0 114154016  93508 15302852    0    0     0     0  791  725  2  1 97  0  0
 1  0      0 114153360  93508 15302760    0    0     0     0  741  719  2  1 98  0  0
 1  0      0 114152960  93508 15302744    0    0     0     0  739  812  2  1 98  0  0
 1  0      0 114151552  93512 15302872    0    0     0   112  902  758  2  1 97  0  0
 1  0      0 114151904  93512 15302856    0    0     0     0  727  675  2  1 98  0  0
 1  0      0 114149168  93512 15303260    0    0     0     0  889  729  2  1 97  0  0
 2  0      0 114149176  93512 15303348    0    0     0     0  789  816  2  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 114075016  93512 15378400    0    0     0     0  765  665  2  1 98  0  0
 1  0      0 114119208  93520 15338376    0    0     0    12  790  661  2  1 97  0  0
 2  0      0 114154336  93520 15302964    0    0     0     0  848  756  2  1 98  0  0
 2  0      0 114154344  93520 15303120    0    0     0     0  802  785  2  1 98  0  0
 2  0      0 114079176  93520 15377912    0    0     0     0  822  659  2  1 97  0  0
 1  0      0 114093648  93520 15363404    0    0     0     0  644  561  2  1 98  0  0
 1  0      0 114149696  93524 15308072    0    0     0    12  902  766  2  1 97  0  0
 1  0      0 114154488  93524 15303496    0    0     0     0  808  818  2  1 98  0  0
 1  0      0 114154432  93524 15302748    0    0     0     0  836  697  2  1 98  0  0
 1  0      0 114084208  93524 15372816    0    0     0     0  675  567  2  1 97  0  0
 1  0      0 114154624  93524 15302748    0    0     0     0  787  712  2  1 98  0  0
 2  0      0 114153872  93524 15303124    0    0     0    16  823  836  2  1 97  0  0
 2  0      0 114150832  93524 15303120    0    0     0     0  858  733  2  1 97  0  0
 2  0      0 114075968  93524 15378372    0    0     0     0  686  668  2  1 98  0  0
 1  0      0 114119160  93524 15334840    0    0     0     0  792  589  2  1 97  0  0
 1  0      0 114151016  93524 15303316    0    0     0     0  785  826  2  1 98  0  0
 1  0      0 114150864  93528 15303004    0    0     0    36  864  717  2  1 98  0  0
 2  0      0 114075856  93528 15378404    0    0     0     0  732  674  2  1 97  0  0
 1  0      0 114133168  93528 15320804    0    0     0     0  769  644  2  1 98  0  0
 2  0      0 114150832  93528 15303492    0    0     0     0  784  801  2  1 98  0  0
 1  0      0 114151264  93528 15303012    0    0     0     0  856  731  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 114075496  93532 15378404    0    0     0    64  708  704  2  1 98  0  0
 1  0      0 114104328  93532 15349364    0    0     0     0  794  610  2  1 97  0  0
 1  0      0 114150800  93532 15303272    0    0     0   208  909  866  2  1 98  0  0
 1  0      0 114150656  93532 15303012    0    0     0     0  860  745  2  1 98  0  0
 2  0      0 114150656  93532 15303388    0    0     0     0  781  779  2  1 97  0  0
 1  0      0 114115560  93540 15338232    0    0     0    44  725  592  2  1 98  0  0
 2  0      0 114150616  93540 15303616    0    0     0     0  803  824  2  1 97  0  0
 1  0      0 114151048  93540 15303016    0    0     0     0  856  774  2  1 97  0  0
 2  0      0 114077232  93540 15376960    0    0     0     0  705  737  2  1 98  0  0
 1  0      0 114094288  93540 15359532    0    0     0     0  801  648  2  1 97  0  0
 1  0      0 114150584  93544 15303384    0    0     0    60  844  897  2  1 98  0  0
 1  0      0 114150688  93544 15303016    0    0     0     0  809  752  2  1 98  0  0
 2  0      0 114150696  93544 15303392    0    0     0     0  829  753  2  1 97  0  0
 2  0      0 114075024  93544 15378412    0    0     0    72  748  729  2  1 98  0  0
 2  0      0 114132584  93580 15321296    0    0     0   472  945  915  2  1 97  0  0
 1  0      0 114150832  93580 15302864    0    0     0     0  759  767  2  1 97  0  0
 1  0      0 114150688  93580 15303012    0    0     0     0  788  687  2  1 98  0  0
 2  0      0 114075672  93580 15378412    0    0     0     0  717  683  2  1 97  0  0
 1  0      0 114150624  93580 15303388    0    0     0     0  880  798  2  1 98  0  0
 1  0      0 114150720  93580 15302792    0    0     0     0  788  770  2  1 98  0  0
 2  0      0 114150480  93588 15303392    0    0     0   208  964  811  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 114075312  93588 15378780    0    0     0     0  731  774  2  1 98  0  0
 2  0      0 114124560  93588 15329040    0    0     0     0  889  788  2  1 97  0  0
 1  0      0 114150544  93588 15303608    0    0     0     0  727  720  2  1 98  0  0
 1  0      0 114150464  93588 15303016    0    0     0     0  790  736  2  1 98  0  0
 2  0      0 114075456  93592 15378412    0    0     0    28  788  750  2  1 97  0  0
 1  0      0 114092944  93596 15360980    0    0     0    12  817  719  2  1 98  0  0
 1  0      0 114150544  93596 15303148    0    0     0     0  702  690  2  1 98  0  0
 1  0      0 114150224  93596 15303712    0    0     0     0  858  760  2  1 97  0  0
 2  0      0 114150576  93596 15303196    0    0     0    64  741  706  2  1 98  0  0
 3  0      0 114074928  93600 15378432    0    0     0    52 1178  924  2  1 97  0  0
 2  0      0 114131504  93600 15322600    0    0     0     0  873  747  2  1 98  0  0
 1  0      0 114150912  93600 15303132    0    0     0     0  852  805  2  1 98  0  0
 1  0      0 114151120  93600 15302756    0    0     0     0  747  745  2  1 97  0  0
 2  0      0 114075344  93600 15378156    0    0     0     0  819  826  2  1 98  0  0
 1  0      0 114146192  93608 15307588    0    0     0    28  708  655  2  1 98  0  0
 1  0      0 114151320  93608 15303020    0    0     0   180  982  851  2  1 97  0  0
 1  0      0 114151424  93608 15303020    0    0     0     0  737  767  2  1 97  0  0
 2  0      0 114088736  93608 15367768    0    0     0     0  908  855  2  1 97  0  0
 1  0      0 114079808  93608 15374056    0    0     0     0  670  618  2  1 98  0  0
 1  0      0 114137280  93616 15317936    0    0     0    60  812  742  2  1 98  0  0
 2  0      0 114150816  93616 15303044    0    0     0     0  819  729  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 114150928  93616 15303020    0    0     0     0  882  838  2  1 98  0  0
 2  0      0 114150688  93616 15303396    0    0     0     0  783  771  2  1 98  0  0
 2  0      0 114075440  93616 15379060    0    0     0    64  865  756  2  1 97  0  0
 1  0      0 114112664  93624 15341144    0    0     0    20  691  660  2  1 98  0  0
 1  0      0 114150744  93624 15303748    0    0     0     0  904  905  2  1 97  0  0
 1  0      0 114150928  93624 15303020    0    0     0     0  786  750  2  1 98  0  0
 2  0      0 114150776  93624 15303020    0    0     0     0  819  691  2  1 98  0  0
 2  0      0 114075264  93624 15378412    0    0     0     0  762  682  2  1 97  0  0
 1  0      0 114090480  93624 15363412    0    0     0    20  800  746  2  1 98  0  0
 2  0      0 114145024  93624 15309012    0    0     0     0  751  711  2  1 97  0  0
 1  0      0 114150848  93624 15303300    0    0     0     0  875  804  2  1 97  0  0
 2  0      0 114150768  93624 15303024    0    0     0     0  806  832  2  1 97  0  0
 2  0      0 114075256  93624 15378420    0    0     0     0  888  814  2  1 97  0  0
 1  0      0 114111144  93628 15342604    0    0     0    28  745  636  2  1 98  0  0
 1  0      0 114150816  93628 15302920    0    0     0     0  838  803  2  1 97  0  0
 2  0      0 114150320  93632 15303400    0    0     0    16  826  797  2  1 97  0  0
 2  0      0 114075152  93632 15378420    0    0     0     0  800  804  2  1 98  0  0
 2  0      0 114126336  93632 15327956    0    0     0   176  807  652  2  1 97  0  0
 1  0      0 114153712  93636 15303024    0    0     0    80  868  785  2  1 97  0  0
 1  0      0 114149120  93636 15303700    0    0     0     0  758  764  2  1 98  0  0
 2  0      0 114093144  93636 15363968    0    0     0     0  906  888  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 114093712  93636 15359612    0    0     0     0  700  629  2  1 98  0  0
 1  0      0 114150512  93636 15302768    0    0     0     0  798  649  2  1 98  0  0
 1  0      0 114150112  93640 15302756    0    0     0    12  880  745  2  1 97  0  0
 2  0      0 114149592  93640 15303284    0    0     0     0  885  851  2  1 98  0  0
 1  0      0 114269400  93640 15303332    0    0     0     0  750  698  2  1 98  0  0
 1  0      0 113917664  93640 15303308    0    0     0     0  406  151  2  0 98  0  0
 1  0      0 113263016  93640 15743760    0    0     0     0  323  134  1  1 98  0  0
 1  0      0 113892840  93648 15304036    0    0     0    52 1199  507  2  1 97  0  0
 1  0      0 113408240  93648 15303404    0    0     0     0  382  187  1  0 98  0  0
 2  0      0 114094216  93648 15304036    0    0     0     0  915  306  1  1 98  0  0
 1  0      0 113610096  93648 15303356    0    0     0     0  538  242  2  1 97  0  0
 3  0      0 113653648  93648 15891932    0    0     0     0  910  460  1  1 98  0  0
 1  0      0 113814832  93656 15304084    0    0     0   116 1222  439  2  1 97  0  0
 1  0      0 113246064  93656 15460244    0    0     0     0  421  162  1  1 98  0  0
 2  0      0 114006320  93656 15304012    0    0     0     0 1089  406  2  1 97  0  0
 1  0      0 113523520  93656 15303348    0    0     0     0  570  351  2  0 98  0  0
 2  0      0 113646960  93656 15892452    0    0     0   172  787  342  1  1 98  0  0
 1  0      0 113753952  93660 15303408    0    0     0    28  760  307  2  1 97  0  0
 1  0      0 113083920  93660 15621732    0    0     0     0  336  150  1  1 98  0  0
 2  0      0 113937904  93660 15304116    0    0     0     0 1132  459  2  1 97  0  0
 1  0      0 113454744  93660 15303428    0    0     0     0  417  248  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 114134488  93660 15305148    0    0     0     0  868  288  1  1 98  0  0
 1  0      0 113653392  93660 15303496    0    0     0    28  592  265  2  1 97  0  0
 1  0      0 112901488  93660 15804740    0    0     0     0  463  259  1  1 98  0  0
 1  0      0 113856848  93660 15304216    0    0     0     0 1118  391  2  1 97  0  0
 1  0      0 113386120  93660 15303352    0    0     0    12  410  160  1  0 98  0  0
 2  0      0 114075744  93660 15304040    0    0     0     0  791  287  1  1 98  0  0
 1  0      0 113593664  93664 15303380    0    0     0    24  698  353  2  0 97  0  0
 1  0      0 112814288  93664 15835444    0    0     0     0  329  137  1  1 98  0  0
 1  0      0 114457328  93664 15303464    0    0     0     0  609  440  1  1 98  0  0
