procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 112458736  93812 16568712    0    0     0     0 1030 4326  3  0 97  0  0
 1  0      0 112459248  93816 16568212    0    0     0    52  946 3933  3  0 97  0  0
 2  0      0 112437600  93816 16587160    0    0     0     0 1041 3755  3  0 97  0  0
 1  0      0 112456080  93816 16568212    0    0     0     0  951 3650  3  0 97  0  0
 2  0      0 112456448  93816 16568680    0    0     0     0 1058 4333  3  0 97  0  0
 2  0      0 112457488  93816 16568196    0    0     0     0 1183 4039  3  0 97  0  0
 1  0      0 112457408  93820 16568640    0    0     0    28 1070 3893  3  0 97  0  0
 2  0      0 112436200  93820 16586592    0    0     0     0 1089 3656  3  0 97  0  0
 2  0      0 112441608  93820 16584460    0    0     0   208 1155 4182  3  0 97  0  0
 1  0      0 112457288  93820 16568212    0    0     0     0  989 3895  3  0 97  0  0
 2  0      0 112457912  93820 16568252    0    0     0     0 1105 4868  3  0 97  0  0
 1  0      0 112462544  93820 16568196    0    0     0    60 1037 4330  3  0 97  0  0
 2  0      0 112441392  93820 16586552    0    0     0     0 1022 3971  3  0 97  0  0
 2  0      0 112460112  93820 16568664    0    0     0    72  921 3926  3  0 97  0  0
 1  0      0 112460224  93820 16568680    0    0     0     0 1049 4034  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 112461288  93820 16568212    0    0     0     0  946 4576  3  0 97  0  0
 1  0      0 112461616  93824 16567820    0    0     0    28 1086 4777  3  0 97  0  0
 2  0      0 112459360  93824 16568320    0    0     0     0  939 3993  3  0 97  0  0
 1  0      0 112457872  93824 16568768    0    0     0    16 1077 3996  3  0 97  0  0
 2  0      0 112457872  93824 16568340    0    0     0     0  991 4548  3  0 97  0  0
 2  0      0 112457392  93824 16568348    0    0     0     0 1162 4824  3  0 97  0  0
 2  0      0 112456408  93828 16568356    0    0     0   132  995 4126  3  0 97  0  0
 1  0      0 112456184  93828 16568784    0    0     0     0 1116 4104  3  0 97  0  0
 2  0      0 112455696  93828 16568784    0    0     0     0 1160 4543  3  0 97  0  0
 2  0      0 112454176  93828 16568420    0    0     0     0 1143 5042  3  0 97  0  0
 2  0      0 112455080  93828 16568460    0    0     0     0 1202 3989  3  0 97  0  0
 1  0      0 112455888  93832 16568436    0    0     0    32 1046 4090  3  0 97  0  0
 2  0      0 112451648  93832 16569428    0    0     0   208 1033 3751  3  0 97  0  0
 1  0      0 112457744  93832 16568404    0    0     0     0 1130 4084  3  0 97  0  0
 2  0      0 112457248  93832 16568404    0    0     0     0  944 4592  3  0 97  0  0
 1  0      0 112457264  93832 16568404    0    0     0     0 1075 4272  3  0 97  0  0
 1  0      0 112435856  93832 16587160    0    0     0    44  966 3668  3  0 97  0  0
 1  0      0 112457104  93832 16568340    0    0     0     0 1078 3848  3  0 97  0  0
 1  0      0 112454664  93832 16568352    0    0     0     0  875 3956  3  0 97  0  0
 2  0      0 112455696  93832 16568324    0    0     0     0 1031 3840  3  0 97  0  0
 2  0      0 112454696  93832 16568356    0    0     0     0 1046 5030  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 112454704  93836 16568356    0    0     0    12 1018 3985  3  0 97  0  0
 1  0      0 112454480  93836 16568112    0    0     0     0  893 3912  3  0 97  0  0
 2  0      0 112451472  93836 16568472    0    0     0     0 1010 4181  3  0 97  0  0
 2  0      0 112452560  93836 16567980    0    0     0     0 1029 5058  3  0 97  0  0
 1  0      0 112453136  93836 16568440    0    0     0     0 1031 3960  3  0 97  0  0
 2  0      0 112435328  93844 16586988    0    0     0    28  969 3899  3  0 97  0  0
 1  0      0 112452736  93844 16568568    0    0     0     0  972 3719  3  0 97  0  0
 2  0      0 112453000  93844 16568568    0    0     0     0  975 5036  3  0 97  0  0
 2  0      0 112452520  93844 16568576    0    0     0    76 1034 4020  3  0 97  0  0
 1  0      0 112452640  93844 16568628    0    0     0     0  879 3946  3  0 97  0  0
 2  0      0 112445744  93848 16577272    0    0     0    44  990 3829  3  0 97  0  0
 1  0      0 112453944  93848 16568980    0    0     0     0  974 3808  3  0 97  0  0
 2  0      0 112451880  93848 16568080    0    0     0     0 1056 4861  3  0 97  0  0
 1  0      0 112452712  93848 16568524    0    0     0    16  992 4170  3  0 97  0  0
 2  0      0 112435664  93848 16585956    0    0     0     0  968 3820  3  0 97  0  0
 2  0      0 112437760  93852 16584948    0    0     0    20  961 4081  3  0 97  0  0
 1  0      0 112454248  93852 16568616    0    0     0     0 1148 4185  3  0 97  0  0
 1  0      0 112454808  93852 16568492    0    0     0     0  936 3954  3  0 97  0  0
 2  0      0 112455640  93852 16568160    0    0     0     0 1092 4652  3  0 97  0  0
 2  0      0 112455968  93852 16568476    0    0     0     0  948 4115  3  0 97  0  0
 1  0      0 112455360  93860 16569016    0    0     0    52 1075 3993  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 112452800  93860 16568476    0    0     0   176  957 4003  3  0 97  0  0
 2  0      0 112453632  93860 16568556    0    0     0     0  943 4007  3  0 97  0  0
 2  0      0 112454208  93860 16568080    0    0     0     0 1005 5006  3  0 97  0  0
 2  0      0 112455040  93860 16568524    0    0     0     0  960 4097  3  0 97  0  0
 1  0      0 112454384  93860 16568528    0    0     0    32 1114 4280  3  0 97  0  0
 2  0      0 112455208  93860 16568524    0    0     0     0  957 4030  3  0 97  0  0
 2  0      0 112452192  93860 16568048    0    0     0     0 1102 5229  3  0 97  0  0
 1  0      0 112454288  93860 16568476    0    0     0    72 1005 4344  3  0 97  0  0
 2  0      0 112454304  93860 16568476    0    0     0     0  908 3803  3  0 97  0  0
 2  0      0 112435920  93860 16586872    0    0     0    48  916 3869  3  0 97  0  0
 1  0      0 112453568  93860 16568476    0    0     0     0 1050 4011  3  0 97  0  0
 2  0      0 112453328  93860 16568476    0    0     0     0  959 4534  3  0 97  0  0
 2  0      0 112453088  93860 16568476    0    0     0     0 1021 4185  3  0 97  0  0
 2  0      0 112435464  93860 16586868    0    0     0     0  868 3466  3  0 97  0  0
 1  0      0 112452616  93864 16568476    0    0     0    28 1094 3796  3  0 97  0  0
 2  0      0 112453136  93864 16568460    0    0     0     0 1033 4981  3  0 97  0  0
 2  0      0 112453648  93864 16568460    0    0     0     0 1138 4239  3  0 97  0  0
 1  0      0 112453168  93864 16568888    0    0     0    64  985 3831  3  0 97  0  0
 1  0      0 112453928  93864 16568460    0    0     0     0 1000 3727  3  0 97  0  0
 2  0      0 112453448  93876 16568892    0    0     0   132 1044 4771  3  0 97  0  0
 2  0      0 112454280  93876 16568480    0    0     0     0  983 3528  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 112454576  93876 16568488    0    0     0     0  934 4819  3  0 97  0  0
 1  0      0 112454808  93876 16568480    0    0     0     0 1012 4164  3  0 97  0  0
 1  0      0 112454824  93876 16568484    0    0     0     8 1003 4238  3  0 97  0  0
 2  0      0 112454096  93876 16568492    0    0     0    28 1047 4354  3  0 97  0  0
 1  0      0 112454344  93876 16568488    0    0     0     0  964 5050  3  0 97  0  0
 2  0      0 112436464  93876 16586892    0    0     0     0  962 3969  3  0 97  0  0
 3  0      0 112445040  93876 16578168    0    0     0     0  880 3719  3  0 97  0  0
 1  0      0 112453408  93876 16568500    0    0     0    84 1035 3855  3  0 97  0  0
 2  0      0 112453640  93876 16568488    0    0     0    68  952 4189  3  0 97  0  0
 2  0      0 112452928  93876 16568492    0    0     0     0 1083 4869  3  0 97  0  0
 2  0      0 112441824  93876 16580588    0    0     0     0  978 3814  3  0 97  0  0
 1  0      0 112452704  93876 16568500    0    0     0     0  976 4125  3  0 97  0  0
 1  0      0 112453184  93876 16568488    0    0     0     0  945 3920  3  0 97  0  0
 1  0      0 112450720  93876 16568892    0    0     0    12 1136 4900  3  0 97  0  0
 2  0      0 112452088  93876 16568876    0    0     0     0  995 3965  3  0 97  0  0
 2  0      0 112437384  93876 16580076    0    0     0     0 1070 3852  3  0 97  0  0
 2  0      0 112452496  93876 16568860    0    0     0     0 1004 3887  3  0 97  0  0
 2  0      0 112453520  93876 16568372    0    0     0     0 1326 5062  3  0 97  0  0
 1  0      0 112450304  93880 16568852    0    0     0    28 1006 4353  3  0 97  0  0
 2  0      0 112451344  93880 16568472    0    0     0     0  972 4091  3  0 97  0  0
 1  0      0 112450960  93880 16568828    0    0     0     0  948 4117  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 112451768  93880 16568448    0    0     0     0 1044 3880  3  0 97  0  0
 2  0      0 112452600  93880 16568440    0    0     0   104 1145 4977  3  0 97  0  0
 2  0      0 112449840  93884 16568416    0    0     0    68 1162 4323  3  0 97  0  0
 1  0      0 112449200  93884 16568832    0    0     0     0  946 3931  3  0 97  0  0
 2  0      0 112450752  93884 16568480    0    0     0     0 1011 4190  3  0 97  0  0
 1  0      0 112433696  93884 16587260    0    0     0     0  925 4266  3  0 97  0  0
 2  0      0 112451744  93884 16568868    0    0     0     0 1053 5248  3  0 97  0  0
 1  0      0 112449416  93892 16568472    0    0     0   196 1016 4098  3  0 97  0  0
 1  0      0 112449536  93892 16568852    0    0     0     0  988 4203  3  0 97  0  0
 1  0      0 112450848  93892 16568400    0    0     0     0 1010 3964  3  0 97  0  0
 1  0      0 112451680  93892 16568012    0    0     0     0  985 4724  3  0 97  0  0
 1  0      0 112448416  93892 16568448    0    0     0     0  886 4242  3  0 97  0  0
 1  0      0 112449504  93896 16568020    0    0     0   160  997 4063  3  0 97  0  0
 1  0      0 112448584  93896 16568404    0    0     0     8 1008 4405  3  0 97  0  0
 1  0      0 112449664  93896 16568480    0    0     0     0  967 4548  3  0 97  0  0
 1  0      0 112450248  93896 16568440    0    0     0     0  947 4782  3  0 97  0  0
 2  0      0 112432624  93900 16586352    0    0     0    80 2061 5459  3  0 97  0  0
 1  0      0 112450648  93900 16568368    0    0     0     0 1461 5063  3  0 97  0  0
 1  0      0 112446928  93900 16568904    0    0     0     0 1454 5010  3  0 97  0  0
 2  0      0 112448224  93900 16568468    0    0     0     0 1443 5651  3  0 97  0  0
 1  0      0 112449312  93908 16567984    0    0     0   140 1619 5989  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 112450584  93908 16568420    0    0     0   160 1016 4078  3  0 97  0  0
 1  0      0 112450128  93908 16568440    0    0     0     0 1001 3936  3  0 97  0  0
 1  0      0 112450608  93908 16568420    0    0     0     0  845 3819  3  0 97  0  0
 2  0      0 112450384  93908 16568436    0    0     0     0 1021 5102  3  0 97  0  0
 2  0      0 112450640  93908 16568428    0    0     0     0  851 3704  3  0 97  0  0
 2  0      0 112450160  93912 16568436    0    0     0    60  993 3979  3  0 97  0  0
 1  0      0 112450176  93912 16568856    0    0     0     0  945 3822  3  0 97  0  0
 2  0      0 112450424  93912 16568440    0    0     0     0 1074 3991  3  0 97  0  0
 2  0      0 112449968  93912 16568448    0    0     0     0  986 4744  3  0 97  0  0
 2  0      0 112450208  93912 16568868    0    0     0     0 1020 3745  3  0 97  0  0
 2  0      0 112433120  93920 16584040    0    0     0   192 1040 4017  3  0 97  0  0
 2  0      0 112430896  93920 16585832    0    0     0     0 1032 3639  3  0 97  0  0
 2  0      0 112448392  93960 16568472    0    0     0   516 1068 4920  3  0 97  0  0
 1  0      0 112449696  93960 16568408    0    0     0     0 1023 4821  3  0 97  0  0
 2  0      0 112450784  93960 16568004    0    0     0     0  877 3992  3  0 97  0  0
 2  0      0 112451120  93960 16568440    0    0     0    44 1058 3873  3  0 97  0  0
 2  0      0 112451456  93960 16567972    0    0     0     0  986 4493  3  0 97  0  0
 2  0      0 112448440  93964 16568404    0    0     0    56  975 3769  3  0 97  0  0
 1  0      0 112449776  93964 16568044    0    0     0     0  981 4383  3  0 97  0  0
 2  0      0 112450872  93964 16568376    0    0     0     0 1029 4174  3  0 97  0  0
 1  0      0 112450952  93964 16568408    0    0     0     0  963 3861  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 112450712  93964 16568408    0    0     0     0  905 4156  3  0 97  0  0
 1  0      0 112450472  93972 16568400    0    0     0    96 1057 5019  3  0 97  0  0
 2  0      0 112449760  93972 16568420    0    0     0     0 1037 3797  3  0 97  0  0
 2  0      0 112440672  93972 16578092    0    0     0     0  887 3540  3  0 97  0  0
 1  0      0 112449768  93972 16568420    0    0     0     0  946 3677  3  0 97  0  0
 2  0      0 112449768  93972 16568412    0    0     0     8  941 4120  3  0 97  0  0
 1  0      0 112449312  93972 16568420    0    0     0   132 1130 4863  3  0 97  0  0
 2  0      0 112449536  93972 16568412    0    0     0     0  933 4260  3  0 97  0  0
 1  0      0 112449568  93972 16568424    0    0     0     0  985 3807  3  0 97  0  0
 2  0      0 112449568  93972 16568412    0    0     0     0  901 3901  3  0 97  0  0
 2  0      0 112449104  93972 16568420    0    0     0     0 1106 5011  3  0 97  0  0
 2  0      0 112449344  93984 16568412    0    0     0   308 1995 5743  3  0 97  0  0
 1  0      0 112449144  93984 16568424    0    0     0     0 1769 5385  3  0 97  0  0
 2  0      0 112449144  93984 16568412    0    0     0     0 1430 5227  3  0 97  0  0
 2  0      0 112448936  93984 16568420    0    0     0     0 1498 5708  3  0 97  0  0
 2  0      0 112449168  93996 16568412    0    0     0   148 1423 5199  3  0 97  0  0
 2  0      0 112448960  93996 16568420    0    0     0     0  923 3892  3  0 97  0  0
 1  0      0 112448960  93996 16568840    0    0     0     0  937 3794  3  0 97  0  0
 1  0      0 112449208  93996 16568412    0    0     0     0 1033 4191  3  0 97  0  0
 2  0      0 112448728  93996 16568420    0    0     0     0  945 5010  3  0 97  0  0
 2  0      0 112448976  93996 16568412    0    0     0    16 1000 3993  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 112448528  94000 16568424    0    0     0    64  979 3817  3  0 97  0  0
 1  0      0 112449024  94000 16568840    0    0     0   124 1018 4096  3  0 97  0  0
 2  0      0 112449040  94000 16568420    0    0     0     8  911 3877  3  0 97  0  0
 2  0      0 112449288  94000 16568412    0    0     0     0 1036 4746  3  0 97  0  0
 1  0      0 112448808  94000 16568420    0    0     0     0  882 3555  3  0 97  0  0
 1  0      0 112449072  94004 16568836    0    0     0    64 1055 4111  3  0 97  0  0
 1  0      0 112449136  94004 16568412    0    0     0     0  890 4008  3  0 97  0  0
 2  0      0 112448672  94004 16568420    0    0     0     0  978 4672  3  0 97  0  0
 2  0      0 112449152  94004 16568416    0    0     0     0  917 4066  3  0 97  0  0
 1  0      0 112449184  94004 16568428    0    0     0     0 1043 4087  3  0 97  0  0
 1  0      0 112449184  94004 16568416    0    0     0    28  926 3669  3  0 97  0  0
 1  0      0 112448704  94008 16568416    0    0     0    16 1005 4938  3  0 97  0  0
 2  0      0 112449240  94008 16568416    0    0     0     0  918 3887  3  0 97  0  0
 1  0      0 112448768  94008 16568428    0    0     0    72 1013 3911  3  0 97  0  0
 1  0      0 112448768  94008 16567940    0    0     0     0  861 4074  3  0 97  0  0
 1  0      0 112449600  94016 16568448    0    0     0    76  925 3821  3  0 97  0  0
 2  0      0 112446096  94016 16568384    0    0     0     0  954 4907  3  0 97  0  0
 2  0      0 112446968  94016 16568852    0    0     0     0 1050 4320  3  0 97  0  0
 2  0      0 112429104  94016 16586812    0    0     0     0  920 3894  3  0 97  0  0
 1  0      0 112447664  94016 16568828    0    0     0     0 1002 4040  3  0 97  0  0
 2  0      0 112448944  94020 16568384    0    0     0    28  987 5198  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 112446184  94020 16568384    0    0     0     0 1020 4166  3  0 97  0  0
 1  0      0 112446304  94020 16568708    0    0     0     0  887 3860  3  0 97  0  0
 2  0      0 112431472  94020 16584356    0    0     0     0  981 3950  3  0 97  0  0
 1  0      0 112447424  94020 16568416    0    0     0    68  898 4073  3  0 97  0  0
 2  0      0 112447440  94024 16568412    0    0     0    48 1042 4738  3  0 97  0  0
 1  0      0 112446944  94024 16568416    0    0     0     0  991 4260  3  0 97  0  0
 1  0      0 112446464  94024 16568420    0    0     0     0 1033 3636  3  0 97  0  0
 1  0      0 112446216  94024 16568416    0    0     0     0  835 3872  3  0 97  0  0
 2  0      0 112444464  94024 16568052    0    0     0     0 1309 5178  3  0 97  0  0
 1  0      0 112445040  94024 16568372    0    0     0    12 1153 4117  3  0 97  0  0
 2  0      0 112427232  94024 16586864    0    0     0     0 1251 4130  3  0 97  0  0
 1  0      0 112427888  94024 16587728    0    0     0     0  959 4144  3  0 97  0  0
 2  0      0 112447056  94024 16568480    0    0     0     0 1096 4923  3  0 97  0  0
 1  0      0 112444288  94024 16568380    0    0     0     0 1067 4462  3  0 97  0  0
 1  0      0 112445376  94024 16568468    0    0     0    40  992 3931  3  0 97  0  0
 2  0      0 112437472  94024 16577140    0    0     0   228 1102 4147  3  0 97  0  0
 1  0      0 112445792  94024 16568028    0    0     0     0 1052 4260  3  0 97  0  0
 2  0      0 112447136  94024 16568380    0    0     0     0 1060 4850  3  0 97  0  0
 1  0      0 112444128  94024 16568476    0    0     0     0  974 4733  3  0 97  0  0
 1  0      0 112447384  94024 16568844    0    0     0    88  980 4013  3  0 97  0  0
 1  0      0 112445040  94024 16568036    0    0     0     0  980 3893  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 112445456  94024 16568828    0    0     0    96 1047 4379  3  0 97  0  0
 1  0      0 112446216  94024 16568476    0    0     0     0  968 4779  3  0 97  0  0
 1  0      0 112447552  94024 16568564    0    0     0     0 1109 4374  3  0 97  0  0
 2  0      0 112437744  94024 16575316    0    0     0    44 1005 3910  3  0 97  0  0
 1  0      0 112444632  94024 16568576    0    0     0     0 1101 3991  3  0 97  0  0
 2  0      0 112445464  94024 16568508    0    0     0     0  992 4196  3  0 97  0  0
 1  0      0 112446368  94024 16568944    0    0     0    64 1095 4638  3  0 97  0  0
 2  0      0 112446888  94024 16568540    0    0     0     0  982 4048  3  0 97  0  0
 1  0      0 112446968  94028 16568572    0    0     0    44 1089 3839  3  0 97  0  0
 2  0      0 112444208  94028 16568508    0    0     0     0 1067 4256  3  0 97  0  0
 1  0      0 112445088  94028 16568948    0    0     0     0 1052 4212  3  0 97  0  0
 2  0      0 112437824  94028 16576288    0    0     0     0  985 3802  3  0 97  0  0
 1  0      0 112446048  94028 16568896    0    0     0     0 1033 3779  3  0 97  0  0
 1  0      0 112447328  94032 16568088    0    0     0    12  915 3890  3  0 97  0  0
 2  0      0 112447664  94032 16568568    0    0     0     0 1045 3979  3  0 97  0  0
 1  0      0 112445152  94032 16568544    0    0     0     0 1044 4816  3  0 97  0  0
 2  0      0 112445984  94032 16568560    0    0     0     0 1075 3622  3  0 97  0  0
 1  0      0 112445816  94032 16568076    0    0     0     0 1010 3944  3  0 97  0  0
 2  0      0 112446656  94040 16568568    0    0     0    28 1115 4434  3  0 97  0  0
 2  0      0 112444152  94040 16568576    0    0     0     0  958 3658  3  0 97  0  0
 1  0      0 112445232  94040 16568608    0    0     0     0 1155 4702  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 112446576  94040 16568544    0    0     0    64  964 3663  3  0 97  0  0
 1  0      0 112446416  94040 16568564    0    0     0     0 1080 3967  3  0 97  0  0
 2  0      0 112449264  94044 16568324    0    0     0    16 1043 4200  3  0 97  0  0
 2  0      0 112446496  94044 16568472    0    0     0     0 1105 4761  3  0 97  0  0
 2  0      0 112447840  94044 16568116    0    0     0     0  906 3499  3  0 97  0  0
 1  0      0 112447680  94044 16568372    0    0     0     4  991 3882  3  0 97  0  0
 2  0      0 112446464  94044 16568396    0    0     0     0  943 4261  3  0 97  0  0
 2  0      0 112446944  94048 16568412    0    0     0    92 1132 4422  3  0 97  0  0
 2  0      0 112428816  94048 16586820    0    0     0     0  938 4096  3  0 97  0  0
 1  0      0 112446720  94056 16568404    0    0     0    84 1095 3764  3  0 97  0  0
 1  0      0 112446256  94056 16568428    0    0     0    12  955 4474  3  0 97  0  0
 1  0      0 112446744  94056 16568416    0    0     0     0 1052 4072  3  0 97  0  0
 1  0      0 112446752  94056 16568416    0    0     0     8  985 4422  3  0 97  0  0
 1  0      0 112446784  94056 16568432    0    0     0   144 1075 4305  3  0 97  0  0
 1  0      0 112446784  94056 16568408    0    0     0     0  925 3647  3  0 97  0  0
 2  0      0 112447048  94056 16568424    0    0     0    44 1102 4361  3  0 97  0  0
 1  0      0 112447056  94056 16568416    0    0     0     0 1080 4214  3  0 97  0  0
 1  0      0 112446592  94056 16568436    0    0     0     0 1234 4013  3  0 97  0  0
 2  0      0 112428696  94056 16587232    0    0     0     0 1105 4038  3  0 97  0  0
 1  0      0 112446864  94056 16568436    0    0     0   212 1150 3912  3  0 97  0  0
 2  0      0 112446864  94064 16568416    0    0     0    80  959 4709  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 112447136  94064 16568424    0    0     0     0 1108 4495  3  0 97  0  0
 2  0      0 112445632  94064 16570368    0    0     0     0  918 3797  3  0 97  0  0
 1  0      0 112447160  94064 16568412    0    0     0     4 1107 3953  3  0 97  0  0
 1  0      0 112444904  94064 16568520    0    0     0     0 1010 4423  3  0 97  0  0
 1  0      0 112445248  94064 16568616    0    0     0    24 1149 4687  3  0 97  0  0
 2  0      0 112446576  94064 16568504    0    0     0     0 1000 4234  3  0 97  0  0
 1  0      0 112446496  94064 16568448    0    0     0     0 1084 3905  3  0 97  0  0
 2  0      0 112446936  94064 16569028    0    0     0     0  934 4391  3  0 97  0  0
 2  0      0 112447184  94064 16568592    0    0     0     0 1133 4991  3  0 97  0  0
 2  0      0 112446960  94064 16568608    0    0     0   200 1010 3820  3  0 97  0  0
 1  0      0 112447216  94064 16568592    0    0     0     0 1005 3856  3  0 97  0  0
 1  0      0 112446504  94064 16568612    0    0     0     0  965 4066  3  0 97  0  0
 2  0      0 112446992  94064 16568596    0    0     0     0  998 3733  3  0 97  0  0
 2  0      0 112446752  94064 16568604    0    0     0     0 1055 4748  3  0 97  0  0
 2  0      0 112447008  94068 16568600    0    0     0    12 1057 3954  3  0 97  0  0
