procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 122946272  93168 7693540    0    0     4     1    4   11  0  0 100  0  0
 1  0      0 122771336  93168 7693556    0    0     0     0 1952 1465  5  0 95  0  0
 1  0      0 122723200  93168 7693556    0    0     0    24 1030 1390  2  0 98  0  0
 1  0      0 122586800  93168 7693612    0    0     0   260 1555 1869  1  0 98  0  0
 1  0      0 122536056  93176 7693624    0    0     0   188  589  523  2  0 98  0  0
 2  0      0 122393032  93176 7693624    0    0     0     0  714  397  3  0 97  0  0
 2  0      0 122226496  93176 7693624    0    0     0     8 1765  562  7  0 93  0  0
 2  0      0 122077336  93180 7693656    0    0     0     0 1685  652  7  0 93  0  0
 2  0      0 121983712  93192 7693648    0    0     0   208 1092  515  3  0 97  0  0
 2  0      0 121939072  93192 7693572    0    0     0     8 1167  483  3  0 96  0  0
 1  0      0 121857472  93200 7693612    0    0     0     0  905  669  2  0 98  0  0
 2  0      0 121686624  93200 7693612    0    0     0     0 1759  655  6  0 93  0  0
 5  0      0 121228352  93200 7693612    0    0     0     0 1739 2746  6  1 93  0  0
 5  0      0 120821176  93204 7693704    0    0     0    56 2435 1203 12  1 88  0  0
 5  0      0 120679648  93216 7693716    0    0     0   104 1717  432  8  1 91  0  0
 4  0      0 120393360  93224 7693840    0    0     4    16 2401 2190  8  1 91  0  0
 4  0      0 120218368  93284 7694760    0    0     0    32 1930 1122  7  1 93  0  0
 8  0      0 119761352  93288 7694848    0    0     0     0 1936  770  9  1 91  0  0
 8  0      0 118866192  93316 7709064    0    0 14216   176 8565 1463 14  3 83  0  0
 8  0      0 118043232  93316 7733724    0    0    52   320 3256 2111 12  2 87  0  0
22 15      0 116721280  93320 8066276    0    0 333664     0 4429 3564 13  2 76  9  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4 64      0 111513552  93320 8445972    0    0 378312     0 6371 10458 15  6 72  6  0
30 10      0 108149648  93320 8811776    0    0 366976     0 5822 12489 14  4 72 11  0
28  4      0 104230656  93320 9219800    0    0 407172   192 6186 14229  9  5 72 14  0
 8 56      0 100866224  93328 9601720    0    0 379016    88 5087 12236  9  4 72 15  0
57  0      0 97286352  93328 9991460    0    0 389156     0 5232 12217  9  5 72 15  0
 6 58      0 93901808  93328 10375556    0    0 383172     4 5016 11809  9  5 72 15  0
 5 60      0 90462544  93328 10756772    0    0 380556     0 5223 11805  8  5 71 15  0
36  0      0 87118936  93328 11120504    0    0 363084     0 5233 11963 10  5 71 14  0
 4 60      0 83661296  93336 11513944    0    0 391556    92 7438 12054  9  5 71 15  0
 3 61      0 80284048  93336 11887120    0    0 372756     0 5043 12582  9  4 72 15  0
 4 60      0 76841552  93336 12271412    0    0 383240     0 5291 12618  8  5 72 15  0
 4 60      0 72965072  93336 12701588    0    0 429496    68 4537 13142  5  6 71 18  0
 6 58      0 68853968  93336 13158772    0    0 455424     0 4447 14358  3  6 71 20  0
22 30      0 64742868  93344 13607780    0    0 449364    40 4356 14534  3  6 72 20  0
 4  0      0 68161760  93344 13610832    0    0  1620     0 1992 1868  3  5 93  0  0
 5  0      0 78073152  93344 13619040    0    0     0     0 127268 1169  5  4 91  0  0
 5  0      0 90171648  93344 13619040    0    0     0     8 105989  541  6  3 91  0  0
 5  0      0 100993512  93344 13619040    0    0     0     0 73401  562  6  3 91  0  0
 5  0      0 108488640  93348 13648880    0    0  6692    76 64266  818  6  3 91  0  0
 5  0      0 108746840  93348 13656252    0    0     0     0 66721  531  7  2 91  0  0
 4  0      0 108746944  93348 13656580    0    0     0     0 2288 1487  7  1 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 108747240  93348 13656580    0    0     0    12 1417  797  7  0 93  0  0
 4  0      0 108747544  93348 13656580    0    0     0     0 1505  579  7  0 93  0  0
 4  0      0 111214416  93356 13640680    0    0     0    64 2907 1073  7  1 92  0  0
 1  0      0 115270384  93356 13592960    0    0     0     0 4223 1695  4  2 94  0  0
 0  0      0 115544104  93356 13592960    0    0     0     0  187  321  0  0 100  0  0
 1  0      0 115566512  93356 13592956    0    0     0     4  431  370  1  0 99  0  0
