procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 114263040  94256 16357992    0    0     8     1    4   12  0  0 100  0  0
 1  0      0 114091280  94256 16358000    0    0     0     0 1610 1387  3  0 96  0  0
 1  0      0 114042136  94256 16358000    0    0     0     0  960 1391  2  0 98  0  0
 1  0      0 113950904  94256 16358004    0    0     0   252 1385 1660  1  0 98  0  0
 1  0      0 113902624  94256 16358004    0    0     0   388  555  490  2  0 98  0  0
 2  0      0 113766544  94256 16358012    0    0     0     0  778  346  2  0 97  0  0
 2  0      0 113651136  94256 16358012    0    0     0     0 1356  571  5  0 95  0  0
 2  0      0 113453312  94256 16358012    0    0     0     0 1271  409  5  0 95  0  0
 2  0      0 113318208  94260 16358016    0    0     0   116 1015  529  3  0 97  0  0
 2  0      0 113273880  94260 16357856    0    0     0    12 1256  539  3  0 96  0  0
 1  0      0 113205096  94260 16357876    0    0     0     0  741  572  2  0 98  0  0
 1  0      0 113047344  94260 16357884    0    0     0     0  918  448  3  0 97  0  0
 3  0      0 112927648  94260 16357884    0    0     0     0 1285  449  5  0 94  0  0
 3  0      0 112570064  94260 16357884    0    0     0     0 1640 1285  6  0 93  0  0
 3  0      0 112463304  94268 16357888    0    0     0   304 1317  499  5  0 95  0  0
 3  0      0 112355696  94268 16357952    0    0     0     8 1448  596  5  0 95  0  0
 2  0      0 112234816  94268 16358104    0    0     0    16 1239  793  3  0 96  0  0
 4  0      0 112030952  94268 16358120    0    0     0     0 1065  427  4  0 96  0  0
 4  0      0 111511584  94268 16365880    0    0     0     0 2366  919  6  1 93  0  0
 4  0      0 111469152  94276 16366328    0    0     0   128 2349  767  4  4 93  0  0
 4  0      0 111387136  94276 16366328    0    0     0     0 1839  470  3  4 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 111114784  94276 16366360    0    0     0     0 1758  448  3  4 93  0  0
16  0      0 107879288  94276 16366360    0    0     0    64 2674 1491  8  5 87  0  0
16  0      0 103283936  94276 16366432    0    0     0     0 2559 1806  8  6 86  0  0
13  0      0 97918352  94284 16366436    0    0     0   224 2846 1540  7  7 86  0  0
16  0      0 92688592  94284 16366436    0    0     0     0 2604 1685  7  6 86  0  0
 2  0      0 91267496  94284 16366436    0    0     0     0 1956 1417  5  4 91  0  0
 2  0      0 95809376  94284 16374628    0    0     0     0 1339  624  2  1 96  0  0
 2  0      0 102372416  94284 16374628    0    0     0     0  824  247  3  1 96  0  0
 2  0      0 104462880  94288 16391968    0    0  2028   160 1059  367  3  0 96  0  0
 2  0      0 104462176  94288 16392056    0    0     0     0  943  352  4  0 96  0  0
 2  0      0 104461504  94288 16392056    0    0     0     0 1014  271  4  0 96  0  0
 2  0      0 104459712  94288 16392056    0    0     0     0  891  259  4  0 96  0  0
 2  0      0 104456560  94288 16392056    0    0     0     0  991  241  4  0 96  0  0
 2  0      0 104454256  94292 16392056    0    0     0   116  939  691  4  0 96  0  0
 2  0      0 104453760  94292 16392056    0    0     0     0  832  279  4  0 96  0  0
 2  0      0 104453760  94292 16392056    0    0     0    72  811  271  4  0 96  0  0
 2  0      0 104455224  94292 16392056    0    0     0     0  894  277  4  0 96  0  0
 2  0      0 104455520  94292 16392056    0    0     0     0  801  344  4  0 96  0  0
 2  0      0 104455520  94296 16392056    0    0     0    36  897  290  3  0 96  0  0
 3  0      0 112136592  94296 16361076    0    0     0     0 1934  791  3  1 96  0  0
 0  0      0 112852992  94296 16360252    0    0     0     0 1122  380  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 112864128  94296 16360244    0    0     0     0  262  267  1  0 99  0  0
 1  0      0 113561968  94296 16360248    0    0     0     0 1196  607  3  0 97  0  0
